Ttile,Annotation,PDF 
Title:Do evolved stars in the LMC show dual dust chemistry?,"
Abstract:  We study a group of evolved M-stars in the Large Magellanic Cloud,
characterized by a peculiar spectral energy distribution. While the $9.7~\mu$m
feature arises from silicate particles, the whole infrared data seem to suggest
the presence of an additional featureless dust species. We propose that the
circumstellar envelopes of these sources are characterized by a dual dust
chemistry, with an internal region, harbouring carbonaceous particles, and an
external zone, populated by silicate, iron and alumina dust grains. Based on
the comparison with results from stellar modelling that describe the dust
formation process, we deduce that these stars descend from low-mass ($M <
2~M_{\odot}$) objects, formed $1-4$ Gyr ago, currently evolving either in the
post-AGB phase or through an after-pulse phase, when the shell CNO nuclear
activity is temporarily extinguished. Possible observations able to confirm or
disregard the present hypothesis are discussed.

    ",https://arxiv.org/pdf/1907.02459
Title:The missing dwarf galaxies of the Local Group,"
Abstract:  We study the Local Group (LG) dwarf galaxy population predicted by the
\apostle $\Lambda$CDM cosmological hydrodynamics simulations. These indicate
that: (i)~the total mass within $3$ Mpc of the Milky Way-Andromeda midpoint
($M_{\rm 3Mpc}$) typically exceeds $\sim 3$ times the sum of the virial masses
($M_{\rm 200crit}$) of the two primaries and (ii)~the dwarf galaxy formation
efficiency per unit mass is uniform throughout the volume. This suggests that
the satellite population within the virial radii of the Milky Way and Andromeda
should make up fewer than one third of all LG dwarfs within $3$ Mpc. This is
consistent with the fraction of observed LG galaxies with stellar mass
$M_*>10^7\,M_{\odot}$ that are satellites ($12$ out of $42$; i.e., $28$ per
cent). For the \apostle galaxy mass-halo mass relation, the total number of
such galaxies further suggests a LG mass of $M_{\rm 3 Mpc}\sim 10^{13} \,
M_{\odot}$. At lower galaxy masses, however, the observed satellite fraction is
substantially higher ($42$ per cent for $M_*>10^5\,M_{\odot}$). If this is due
to incompleteness in the field sample, then $\sim 50$ dwarf galaxies at least
as massive as the Draco dwarf spheroidal must be missing from the current LG
{\it field} dwarf inventory. The incompleteness interpretation is supported by
the pronounced flattening of the LG luminosity function below $M_*\sim 10^7\,
M_{\odot}$, and by the scarcity of low-surface brightness LG field galaxies
compared to satellites. The simulations indicate that most missing dwarfs
should lie near the virial boundaries of the two LG primaries, and predict a
trove of nearby dwarfs that await discovery by upcoming wide-field imaging
surveys.

    ",https://arxiv.org/pdf/1907.02463
Title:Sub-arcsecond (sub)millimeter imaging of the massive protocluster G358.93-0.03: Discovery of 14 new methanol maser lines associated with a hot core,"
Abstract:  We present (sub)millimeter imaging at 0.5'' resolution of the massive
star-forming region G358.93-0.03 acquired in multiple epochs at 2 and 3 months
following the recent flaring of its 6.7 GHz methanol maser emission. Using SMA
and ALMA, we have discovered 14 new Class II methanol maser lines ranging in
frequency from 199 GHz to 361 GHz, which originate mostly from vt=1
torsionally-excited transitions and include one vt=2 transition. The latter
detection provides the first observational evidence that Class II maser pumping
involves levels in the vt=2 state. The masers are associated with the brightest
continuum source (MM1), which hosts a line-rich hot core. The masers present a
consistent curvilinear spatial velocity pattern that wraps around MM1,
suggestive of a coherent physical structure 1200 au in extent. In contrast, the
thermal lines exhibit a linear pattern that crosses MM1 but at progressive
position angles that appear to be a function of either increasing temperature
or decreasing optical depth. The maser spectral profiles evolved significantly
over one month, and the intensities dropped by factors of 3.0 to 7.2, with the
vt=2 line showing the largest change. A small area of maser emission from only
the highest excitation lines closest to MM1 has disappeared. There are seven
additional dust continuum sources in the protocluster, including another hot
core (MM3). We do not find evidence for a significant change in (sub)millimeter
continuum emission from any of the sources during the one month interval, and
the total protocluster emission remains comparable to prior single dish
measurements.

    ",https://arxiv.org/pdf/1907.02470
Title:Planetesimals Around Stars with TESS (PAST): I. Transient Dimming of a Binary Solar Analog at the End of the Planet Accretion Era,"
Abstract:  We report detection of quasi-periodic (1.5 day) dimming of HD 240779, the
solar-mass primary in a 5"" visual binary (also TIC 284730577), by the
Transiting Exoplanet Survey Satellite. This dimming, as has been shown for
other ""dipper"" stars, is likely due to occultation by circumstellar dust. The
barycentric space motion, lithium abundance, rotation, and chromospheric
emission of the stars in this system point to an age of ~125 Myr, and possible
membership in the AB Doradus moving group. As such it occupies an important but
poorly explored intermediate regime of stars with transient dimming between
young stellar objects in star forming regions and main sequence stars, and
between UX Orionis-type Ae/Be stars and M-type ""dippers"". HD 240779, but not
its companion BD+10714B, has WISE-detected excess infrared emission at 12 and
22 microns indicative of circumstellar dust. We propose that infrared emission
is produced by collisions of planetesimals during clearing of a residual disk
at the end of rocky planet formation, and that quasi-periodic dimming is
produced by the rapid disintegration of a 100 km planetesimal near the silicate
evaporation radius. Further studies of this and similar systems will illuminate
a poorly understood final phase of rocky planet formation like that which
produced the inner Solar System.

    ",https://arxiv.org/pdf/1907.02476
Title:An Examination of Galactic Polarization with Application to the Planck TB Correlation,"
Abstract:  Angular power spectra computed from Planck HFI 353 GHz intensity and
polarization maps produce a TB correlation that can be approximated by a power
law. Whether the observed TB correlation is an induced systematic feature or a
physical property of Galactic dust emission is of interest both for
cosmological and Galactic studies. We investigate the large angular scale E-
and B-mode morphology of microwave polarized thermal dust emission, and relate
it to physical quantities of polarization angle and polarization fraction. We
use empirical models of polarized dust to show that dust polarization angle is
a key factor in producing the TB correlation. A small sample of both simulated
and observed polarization angle maps are combined with 353 GHz intensity and
dust polarization fraction to produce a suite of maps from which we compute TB
and EB. Model realizations that produce a positive TB correlation are common
and can result from large-scale (>5 degree) structure in the polarization
angle. The TB correlation appears robust to introduction of individual
intensity, polarization angle and polarization fraction model components that
are independent of the 353 GHz observations. We conclude that the observed TB
correlation is likely the result of large-scale Galactic dust polarization
properties.

    ",https://arxiv.org/pdf/1907.02486
Title:Effect of polarisation and choice of event generator on spectra from dark matter annihilations,"
Abstract:  If indirect detection searches are to be used to discriminate between dark
matter particle models, it is crucial to understand the expected energy spectra
of secondary particles such as neutrinos, charged antiparticles and gamma-rays
emerging from dark matter annihilations in the local Universe. In this work we
study the effect that both the choice of event generator and the polarisation
of the final state particles can have on these predictions. For a variety of
annihilation channels and dark matter masses, we compare yields obtained with
Pythia8 and Herwig7 of all of the aforementioned secondary particle species. We
investigate how polarised final states can change these results and do an
extensive study of how the polarisation can impact the expected flux of
neutrinos from dark matter annihilations in the centre of the Sun.
We find that differences between the event generators are larger for yields
of hadronic end products such as antiprotons, than for leptonic end products.
Concerning polarisation, we conversely find the largest differences in the
leptonic spectra. The large differences in the leptonic spectra point to the
importance of including polarisation effects in searches for neutrinos from
dark matter annihilations in the Sun. However, we find that these differences
are ultimately somewhat washed out by propagation effects of the neutrinos in
the Sun.

    ",https://arxiv.org/pdf/1907.02488
Title:An International Survey of Front-End Receivers and Observing Performance of Telescopes for Radio Astronomy,"
Abstract:  This paper presents a survey of microwave front-end receivers installed at
radio telescopes throughout the World. This unprecedented analysis was
conducted as part of a review of front-end developments for Italian radio
telescopes, initiated by the Italian National Institute for Astrophysics in
2016. Fifteen international radio telescopes have been selected to be
representative of the instrumentation used for radio astronomical observations
in the frequency domain from 300 MHz to 116 GHz. A comprehensive description of
the existing receivers is presented and their characteristics are compared and
discussed. The observing performances of the complete receiving chains are also
presented. An overview of on-going developments illustrates and anticipates
future trends in front-end projects to meet the most ambitious scientific
research goals.

    ",https://arxiv.org/pdf/1907.02491
Title:On the Unusually Large Spatial Extent of the TeV nebula HESS J1825-137: Implication from the Energy-Dependent Morphology,"
Abstract:  Deep observation of the High Energy Stereoscopic System (HESS) on the most
extended pulsar wind nebula HESS J1825-137 reveals an enhanced energy-dependent
morphology, providing useful information on the particle transport mechanism in
the nebula. We find that the energy-dependent morphology is consistent with a
diffusion-dominated transport of electrons/positrons. It provides an
alternative possible interpretation for the unusually large spatial extent
(i.e., $\gtrsim 100$pc) of the nebula, which could then be attributed to the
diffusion of escaping electrons/positrons from a compact plerion. The influence
of various model parameters on the energy-dependent extent of the nebula is
studied in the diffusion-dominated scenario. We also show that the
energy-dependent morphology of the nebula may also be used to study the
spin-down history of the pulsar.

    ",https://arxiv.org/pdf/1907.02498
Title:Detection of anti-correlation of hot and cold baryons in galaxy clusters,"
Abstract:  The largest clusters of galaxies in the Universe contain vast amounts of dark
matter, plus baryonic matter in two principal phases, a majority hot gas
component and a minority cold stellar phase comprising stars, compact objects,
and low-temperature gas. Hydrodynamic simulations indicate that the
highest-mass systems retain the cosmic fraction of baryons, a natural
consequence of which is anti-correlation between the masses of hot gas and
stars within dark matter halos of fixed total mass. We report observational
detection of this anti-correlation based on 4 elements of a $9\times9$ element
covariance matrix for nine cluster properties, measured from X-ray, optical,
infrared and millimetre wavelength observations of 41 clusters from the Local
Cluster Substructure Survey. These clusters were selected using explicit and
quantitative selection rules that were then encoded in our hierarchical
Bayesian model. Our detection of anti-correlation is consistent with
predictions from contemporary hydrodynamic cosmological simulations that were
not tuned to reproduce this signal.

    ",https://arxiv.org/pdf/1907.02502
Title:Reflection geometries in absorbed and unabsorbed AGN,"
Abstract:  The hard X-ray emission of active galactic nuclei (AGN), and in particular,
the reflection component, is shaped by the innermost and outer regions of the
galactic nucleus. Our main goal is to investigate the variation of the Compton
hump amongst a population of sources and correlate it with other spectral
properties to constrain the source geometry. We studied the NuSTAR hard X-ray
spectra of a sample of 83 AGN and performed a detailed spectral analysis of
each of them. Based on their spectral shape, we divided the sample into five
categories and also studied their stacked spectra. We found a stronger
reflection in mildly obscured sources, which verifies the results reported in
previous works. In addition, the reflection behaviour, and probably origin,
varies with absorption. The accretion disc seems to be the main reflector in
unabsorbed sources. A clumpy torus seems to produce most of the reflection in
obscured sources. The filling factor of the clouds surrounding the active
nucleus is a key parameter that drives the appearance of AGN. Finally, we found
that the Fe line and the Compton hump are roughly correlated, as expected.

    ",https://arxiv.org/pdf/1907.02523
Title:Identifying Stellar Streams in Gaia DR2 with Data Mining Techniques,"
Abstract:  Streams of stars from captured dwarf galaxies and dissolved globular clusters
are identifiable through the similarity of their orbital parameters, a fact
that remains true long after the streams have dispersed spatially. We calculate
the integrals of motion for 44855 stars, to a distance of 4 kpc from the Sun,
which have full and accurate 6D phase space positions in the Gaia DR2
catalogue. We then apply a novel combination of data mining, numerical and
statistical techniques to search for stellar streams. This process returns
seven high-confidence streams (including four that were not previously known),
all of which display tight clustering in the integral of motion space.
Colour-magnitude diagrams indicate that these streams are relatively simple,
old, metal-poor populations. A combined evaluation of the kinematics and
colour-magnitude properties suggests that the previously undiscovered streams
are fragments of the Gaia-Enceladus progenitor. The success of this project
demonstrates the usefulness of data mining techniques in exploring large
datasets.

    ",https://arxiv.org/pdf/1907.02527
Title:AtomNeb: IDL Library for Atomic Data of Ionized Nebulae,"
Abstract:  Spectra emitted from ionized nebulae typically contain collisionally excited
and recombination lines, which can be used to trace physical conditions and
chemical abundances of the interstellar medium in our Galaxy and other
galaxies. ""AtomNeb"" is a database containing atomic data stored in the Flexible
Image Transport System (FITS) file format, including the data for collisionally
excited and recombination lines generally observed in nebular astrophysics. The
AtomNeb interface library is equipped with several application programming
interface (API) functions developed in the Interactive Data Language (IDL),
which can be also used in the GNU Data Language (GDL). This IDL library relies
on the FITS file related IDL procedures from the IDL Astronomy User's library.
The AtomNeb IDL library, together with the ""proEQUIB"" IDL library, can be used
to perform plasma diagnostics and abundance analysis of emission lines from
ionized gaseous nebulae.

    ",https://arxiv.org/pdf/1907.02528
Title:A SHARP view of H0LiCOW: $H_{0}$ from three time-delay gravitational lens systems with adaptive optics imaging,"
Abstract:  We present the measurement of the Hubble Constant, $H_0$, with three strong
gravitational lens systems. We describe a blind analysis of both PG1115+080 and
HE0435-1223 as well as an extension of our previous analysis of RXJ1131-1231.
For each lens, we combine new adaptive optics (AO) imaging from the Keck
Telescope, obtained as part of the SHARP AO effort, with Hubble Space Telescope
(HST) imaging, velocity dispersion measurements, and a description of the
line-of-sight mass distribution to build an accurate and precise lens mass
model. This mass model is then combined with the COSMOGRAIL measured time
delays in these systems to determine $H_{0}$. We do both an AO-only and an
AO+HST analysis of the systems and find that AO and HST results are consistent.
After unblinding, the AO-only analysis gives $H_{0}=82.8^{+9.4}_{-8.3}~\rm
km\,s^{-1}\,Mpc^{-1}$ for PG1115+080, $H_{0}=70.1^{+5.3}_{-4.5}~\rm
km\,s^{-1}\,Mpc^{-1}$ for HE0435-1223, and $H_{0}=77.0^{+4.0}_{-4.6}~\rm
km\,s^{-1}\,Mpc^{-1}$ for RXJ1131-1231. The joint AO-only result for the three
lenses is $H_{0}=75.6^{+3.2}_{-3.3}~\rm km\,s^{-1}\,Mpc^{-1}$. The joint result
of the AO+HST analysis for the three lenses is $H_{0}=76.8^{+2.6}_{-2.6}~\rm
km\,s^{-1}\,Mpc^{-1}$. All of the above results assume a flat $\Lambda$ cold
dark matter cosmology with a uniform prior on $\Omega_{\textrm{m}}$ in [0.05,
0.5] and $H_{0}$ in [0, 150] $\rm km\,s^{-1}\,Mpc^{-1}$. This work is a
collaboration of the SHARP and H0LiCOW teams, and shows that AO data can be
used as the high-resolution imaging component in lens-based measurements of
$H_0$. The full time-delay cosmography results from a total of six strongly
lensed systems are presented in a companion paper.

    ",https://arxiv.org/pdf/1907.02533
Title:Resolved [CII] Emission from z>6 Quasar Host -- Companion Galaxy Pairs,"
Abstract:  We report on ~0.35""(~2 kpc) resolution observations of the [CII] and dust
continuum emission from five z>6 quasar host-companion galaxy pairs obtained
with the Atacama Large Millimeter/submillimeter Array. The [CII] emission is
resolved in all galaxies, with physical extents of 3.2-5.4 kpc. The dust
continuum is on-average 40% more compact, which results in larger [CII]
deficits in the center of the galaxies. However, the measured [CII] deficits
are fully consistent with those found at lower redshifts. Four of the galaxies
show [CII] velocity fields that are consistent with ordered rotation, while the
remaining six galaxies show no clear velocity gradient. All galaxies have high
(~80-200 km/s) velocity dispersions, consistent with the interpretation that
the interstellar medium (ISM) of these high redshift galaxies is turbulent. By
fitting the galaxies with kinematic models, we estimate the dynamical mass of
these systems, which range between (0.3 -> 5.4) x 1E10 Msun. For the three
closest separation galaxy pairs, we observe dust and [CII] emission from gas in
between and surrounding the galaxies, which is an indication that tidal
interactions are disturbing the gas in these systems. Although gas exchange in
these tidal interactions could power luminous quasars, the existence of quasars
in host galaxies without nearby companions suggests that tidal interactions are
not the only viable method for fueling their active centers. These observations
corroborate the assertion that accreting supermassive black holes do not
substantially contribute to the [CII] and dust continuum emission of the quasar
host galaxies, and showcase the diverse ISM properties of galaxies when the
universe was less than one billion years old.

    ",https://arxiv.org/pdf/1907.02536
Title:Kinematic detection of a planet carving a gap in a protoplanetary disc,"
Abstract:  We still do not understand how planets form, or why extra-solar planetary
systems are so different from our own solar system. But the last few years have
dramatically changed our view of the discs of gas and dust around young stars.
Observations with the Atacama Large Millimeter/submillimeter Array (ALMA) and
extreme adaptive-optics systems have revealed that most --- if not all ---
discs contain substructure, including rings and gaps, spirals, azimuthal dust
concentrations, and shadows cast by misaligned inner discs. These features have
been interpreted as signatures of newborn protoplanets, but the exact origin is
unknown. Here we report the kinematic detection of a few Jupiter-mass planet
located in a gas and dust gap at 130 au in the disc surrounding the young star
HD 97048. An embedded planet can explain both the disturbed Keplerian flow of
the gas, detected in CO lines, and the gap detected in the dust disc at the
same radius. While gaps appear to be a common feature in protoplanetary discs,
we present a direct correspondence between a planet and a dust gap, indicating
that at least some gaps are the result of planet-disc interactions.

    ",https://arxiv.org/pdf/1907.02538
Title:Interacting Young M-dwarfs in Triple System -- Par 1802 Binary System Case Study,"
Abstract:  The binary star Par 1802 in the Orion Nebula presents an interesting puzzle
in the field of stellar dynamics and evolution. Binary systems such as Par 1802
are thought to form from the same natal material and thus the stellar members
are expected to have very similar physical attributes. However, Par 1802's
stars have significantly different temperatures despite their identical (within
$3\%$) masses of about $0.39$ solar mass. The leading proof-of-concept idea is
that a third companion gravitationally induced the two stars to orbit closer
than their Roche-limit, which facilitated heating through tidal effects. Here
we expand on this idea and study the three-body dynamical evolution of such a
system, including tidal and pre-main-sequence evolution. We also include tidal
heating and mass transfer at the onset of Roche-limit Crossing. We show, as a
proof-of-concept, that mass transfer combined with tidal heating can naturally
explain the observed temperature discrepancy. We also predict the orbital
configuration of the possible tertiary companion. Finally we suggest that the
dynamical evolution of such a system has pervasive consequences. We expect an
abundance of systems to undergo mass transfer during their pre-main-sequence
time, which can cause temperature differences.

    ",https://arxiv.org/pdf/1907.02542
"Title:Clustering with JWST: Constraining Galaxy Host Halo Masses, Satellite Quenching Efficiencies, and Merger Rates at z=4-10","
Abstract:  Galaxy clustering measurements can be used to constrain many aspects of
galaxy evolution, including galaxy host halo masses, satellite quenching
efficiencies, and merger rates. We simulate JWST galaxy clustering measurements
at z$\sim$4$-$10 by utilizing mock galaxy samples produced by an empirical
model, the UniverseMachine. We also adopt the survey footprints and typical
depths of the planned joint NIRCam and NIRSpec Guaranteed Time Observation
program planned for Cycle 1 to generate realistic JWST survey realizations and
to model high-redshift galaxy selection completeness. We find that galaxy
clustering will be measured with $\gtrsim$5$\sigma$ significance at
z$\sim$4$-$10. Halo mass precisions resulting from Cycle 1 angular clustering
measurements will be $\sim$0.2 dex for faint (-18 $\gtrsim$
$\mathit{M}_{\mathrm{UV}}^{ }$ $\gtrsim$ -19) galaxies at z$\sim$4$-$10 as well
as $\sim$0.3 dex for bright ($\mathit{M}_{\mathrm{UV}}^{ }$ $\sim$ -20)
galaxies at z$\sim$4$-$7. Dedicated spectroscopic follow-up over $\sim$150
arcmin$^2$ would improve these precisions by $\sim$0.1 dex by removing chance
projections and low-redshift contaminants. Future JWST observations will
therefore provide the first constraints on the stellar-halo mass relation in
the epoch of reionization and substantially clarify how this relation evolves
at z$>$4. We also find that $\sim$1000 individual satellites will be
identifiable at z$\sim$4$-$8 with JWST, enabling strong tests of satellite
quenching evolution beyond currently available data (z$\lesssim$2). Finally, we
find that JWST observations can measure the evolution of galaxy major merger
pair fractions at z$\sim$4$-$8 with $\sim$0.1$-$0.2 dex uncertainties. Such
measurements would help determine the relative role of mergers to the build-up
of stellar mass into the epoch of reionization.

    ",https://arxiv.org/pdf/1907.02546
Title:Global characteristics of the medium produced in ultra-high energy cosmic ray collisions,"
Abstract:  Estimations of some geometrical and bulk parameters are presented for the
matter produced in various type collisions with ultra-high energy cosmic ray
(UHECR) particles. Results for multiplicity density at midrapidity, decoupling
time, and energy density are discussed for small and larger collision systems.
Based on the analytic functions suggested previously elsewhere, estimations for
a wide set of space-time quantities are obtained for emission region created in
various particle collisions at energies of UHECR. The space particle densities
at freeze-out are derived also and allow the possibility of novel features for
secondary particle production like Bose-Einstein condensation at least for
nuclear interactions with UHECR particles. The estimations obtained for global
and geometrical parameters indicate the creation of deconfined quark-gluon
matter with large enough volume and lifetime even in light nuclear collisions
at UHECR energies. These quantitative results can be important for both the
future collider experiments at center-of-mass energy frontier and the
improvement of the phenomenological models for development of the cosmic ray
cascades in ultra-high energy domain.

    ",https://arxiv.org/pdf/1907.02573
Title:Spectral Energy Distributions of Companion Galaxies to z$\sim$6 Quasars,"
Abstract:  Massive, quiescent galaxies are already observed at redshift $z\sim4$, i.e.
$\sim$1.5 Gyr after the Big Bang. Current models predict them to be formed via
massive, gas-rich mergers at $z>6$. Recent ALMA observations of the cool gas
and dust in $z\gtrsim$6 quasars have discovered [CII]- and far infrared-bright
galaxies adjacent to several quasars. In this work, we present sensitive
imaging and spectroscopic follow-up observations, with HST/WFC3, Spitzer/IRAC,
VLT/MUSE, Magellan/FIRE and LBT/LUCI-MODS, of ALMA-detected, dust-rich
companion galaxies of four quasars at $z\gtrsim 6$, specifically acquired to
probe their stellar content and unobscured star formation rate. Three companion
galaxies do not show significant emission in the observed optical/IR wavelength
range. The photometric limits suggest that these galaxies are highly
dust-enshrouded, with unobscured star formation rates SFR$_{\rm UV}<$few
M$_{\odot}$ yr$^{-1}$, and a stellar content of $M_{*}<$10$^{10}$ M$_{\odot}$
yr$^{-1}$. However, the companion to PJ167-13 shows bright rest-frame UV
emission (F140W AB = 25.48). Its SED resembles that of a star-forming galaxy
with a total SFR$\sim$50 M$_{\odot}$ yr$^{-1}$ and $M_{*}\sim 9 \times 10^{9}$
M$_{\odot}$. All the companion sources are consistent with residing on the
galaxy main sequence at $z\sim$6. Additional, deeper data from future
facilities, such as JWST, are needed in order to characterize these gas-rich
sources in the first Gyr of cosmic history.

    ",https://arxiv.org/pdf/1907.02607
Title:Joint estimation of the Epoch of Reionization power spectrum and foregrounds,"
Abstract:  The power spectrum of redshifted 21 cm emission brightness temperature
fluctuations is a powerful probe of the Epoch of Reionization (EoR). However,
bright foreground emission presents a significant impediment to its unbiased
recovery from interferometric data. We build on the Bayesian power spectral
estimation methodology introduced in Sims et al. 2016 and demonstrate that
incorporating a priori knowledge of the spectral structure of foregrounds in
the large spectral scale component of the data model enables significantly
improved modelling of the foregrounds without increasing the model complexity.
We explore two astrophysically motivated parametrisations of the large spectral
scale model: (i) a constant plus power law model of the form
$q_{0}+q_{1}(\nu/\nu_{0})^{b_{1}}$ for two values of $b_{1}$: $b_{1} =
<\beta>_\mathrm{GDSE}$ and $b_{1} = <\beta>_\mathrm{EGS}$, the mean spectral
indices of the Galactic diffuse synchrotron emission and extragalactic source
foreground emission, respectively, and (ii) a constant plus double power law
model of the form $q_{0}+q_{1}(\nu/\nu_{0})^{b_{1}}+q_{2}(\nu/\nu_{0})^{b_{2}}$
with $b_{1} = <\beta>_\mathrm{GDSE}$ and $b_{2} = <\beta>_\mathrm{EGS}$. We
estimate the EoR power spectrum from simulated interferometric data consisting
of an EoR signal, Galactic diffuse synchrotron emission, extragalactic sources
and diffuse free-free emission from the Galaxy. We show that, by jointly
estimating a model of the EoR signal with the constant plus double power law
parametrisation of the large spectral scale model, unbiased estimates of the
EoR power spectrum are recoverable on all spatial scales accessible in the data
set, including on the large spatial scales that were found to be contaminated
in earlier work.

    ",https://arxiv.org/pdf/1907.02608
Title:Extraction of globular clusters members with Gaia DR2 astrometry,"
Abstract:  In this work we present a method to identify possible members of globular
clusters using data from Gaia DR2. The method consists of two stages: the first
one based on a clustering algorithm, and the second one based on the analysis
of the projected spatial distribution of stars with different proper motions.
In order to confirm that the clusters members extracted by the method
correspond to actual globular clusters, the spatial distribution, the vector
point diagram of the proper motions and the colour-magnitude diagrams are
analysed. We apply the developed method to eight clusters: NGC 1261, NGC 3201,
NGC 6139, NGC 6205, NGC 6362, NGC 6397, NGC 6712 and Palomar 13; we show the
number of members extracted, the mean proper motions derived from them and
finally we compare our results with other authors. In order to analyse the
efficiency of the extraction method we perform an estimation of the
completeness and the degree of contamination of the extracted members.

    ",https://arxiv.org/pdf/1907.02612
Title:Small Solar System Bodies as granular media,"
Abstract:  Asteroids and other Small Solar System Bodies (SSSBs) are of high general and
scientific interest in many aspects. The origin, formation, and evolution of
our Solar System (and other planetary systems) can be better understood by
analysing the constitution and physical properties of small bodies in the Solar
System. Currently, two space missions (Hayabusa2, OSIRIS-REx) have recently
arrived at their respective targets and will bring a sample of the asteroids
back to Earth. Other small body missions have also been selected by, or
proposed to, space agencies. The threat posed to our planet by near-Earth
objects (NEOs) is also considered at the international level, and this has
prompted dedicated research on possible mitigation techniques. The DART
mission, for example, will test the kinetic impact technique. Even ideas for
industrial exploitation have risen during the last years. Lastly, the origin of
water and life on Earth appears to be connected to asteroids. Hence, future
space mission projects will undoubtedly target some asteroids or other SSSBs.
In all these cases and research topics, specific knowledge of the structure and
mechanical behaviour of the surface as well as the bulk of those celestial
bodies is crucial. In contrast to large telluric planets and dwarf planets, a
large proportion of such small bodies is believed to consist of gravitational
aggregates ('rubble piles') with no -- or low -- internal cohesion, with
varying macro-porosity and surface properties (from smooth regolith covered
terrain, to very rough collection of boulders), and varying topography
(craters, depressions, ridges) [...].

    ",https://arxiv.org/pdf/1907.02615
Title:Nonlinear structure formation in Bound Dark Energy,"
Abstract:  We study nonlinear structure formation in the Bound Dark Energy model (BDE),
where dark energy (DE) corresponds to a light scalar meson particle $\phi$
dynamically formed at a condensation energy scale $\Lambda_c$. The evolution of
this dark-energy meson is determined by the potential
$V(\phi)=\Lambda_c^{4+2/3}\phi^{-2/3}$, with a distinguishing phenomenology
from other quintessence scenarios. Particularly, the expansion rate of the
universe is affected not only at late times, but also when the condensation of
$\phi$ occurs, which in linear theory leads to an enhancement (with respect to
standard $\Lambda$CDM) of matter perturbations on small scales. We study how
much of this signature is still present at late times as well as the properties
of dark matter halos in the nonlinear regime through N-body simulations. Our
results show that nonlinear corrections wash out this feature from the matter
power spectrum even before DE becomes dominant. There is, however, a small but
clear suppression of the BDE spectrum of $2\%$ today on the largest scales due
to the distinct late-time dynamics of DE. The differences on the clustering
power between BDE and $\Lambda$CDM are reflected in the halo mass function,
where small halos are more abundant in BDE as opposed to large heavy
structures, whose formation is delayed because of the expansion history of the
universe. This result is well captured by the semi-analytical Sheth-Tormen
formula. However, despite these differences, the halo concentration parameter
is essentially the same in both models, which suggest that clustering inside
the halos decouple from the general expansion once the halos form.

    ",https://arxiv.org/pdf/1907.02616
Title:Final Masses of Giant Planets III: Effect of Photoevaporation and a New Planetary Migration Model,"
Abstract:  We herein develop a new simple model for giant planet formation, which
predicts the final mass of a giant planet born in a given disk, by adding the
disk mass loss due to photoevaporation and a new type II migration formula to
our previous model. The proposed model provides some interesting results.
First, it gives universal evolution tracks in the diagram of planetary mass and
orbital radius, which clarifies how giant planets migrate at growth in the
runaway gas accretion stage. Giant planets with a few Jupiter masses or less
suffer only a slight radial migration in the runaway gas accretion stage.
Second, the final mass of giant planets is approximately given as a function of
only three parameters: the initial disk mass at the starting time of runaway
gas accretion onto the planet, the mass loss rate due to photoevaporation, and
the starting time. On the other hand, the final planet mass is almost
independent of the disk radius, viscosity, and initial orbital radius. The
obtained final planet mass is similar to or less than 10% of the initial disk
mass. Third, the proposed model successfully explains properties in the mass
distribution of giant exoplanets with the mass distribution of observed
protoplanetary disks for a reasonable range of the mass loss rate due to
photoevaporation.

    ",https://arxiv.org/pdf/1907.02627
Title:A revised catalogue of 294 Galactic supernova remnants,"
Abstract:  A revised catalogue of Galactic supernova remnants (SNRs) is presented, along
with some simple statistics of their properties. Six new SNRs have been added
to the catalogue since the previous published version from 2014, and six
entries have been removed, as they have been identified as HII regions, leaving
the number of entries in the catalogue at 294. Some simple statistics of the
remnants in the catalogue, and the selection effects that apply, are discussed,
along with some recently proposed Galactic SNR candidates.

    ",https://arxiv.org/pdf/1907.02638
Title:Search for transient variations of the fine structure constant and dark matter using fiber-linked optical atomic clocks,"
Abstract:  We search for transient variations of the fine structure constant using data
from a European network of fiber-linked optical atomic clocks. By searching for
coherent variations in the recorded clock frequency comparisons across the
network, we significantly improve the constraints on transient variations of
the fine structure constant. For example, we constrain the variation in alpha
to <5*10^-17 for transients of duration 10^3 s. This analysis also presents a
possibility to search for dark matter, the mysterious substance hypothesised to
explain galaxy dynamics and other astrophysical phenomena that is thought to
dominate the matter density of the universe. At the current sensitivity level,
we find no evidence for dark matter in the form of topological defects (or,
more generally, any macroscopic objects), and we thus place constraints on
certain potential couplings between the dark matter and standard model
particles, substantially improving upon the existing constraints, particularly
for large (>~10^4 km) objects.

    ",https://arxiv.org/pdf/1907.02661
