Title,Annotation,PDF 
"Title:
Accretion-induced luminosity spreads in young clusters: evidence from  stellar rotation","
Abstract: We present an analysis of the rotation of young stars in the associations
Cepheus OB3b, NGC 2264, NGC 2362 and the Orion Nebula Cluster (ONC). We
discover a correlation between rotation rate and position in a colour-magnitude
diagram (CMD) such that stars which lie above an empirically determined median
pre-main sequence rotate more rapidly than stars which lie below this sequence.
The same correlation is seen, with a high degree of statistical significance,
in each association studied here. If position within the CMD is interpreted as
being due to genuine age spreads within a cluster, then the stars above the
median pre-main sequence would be the youngest stars. This would in turn imply
that the most rapidly rotating stars in an association are the youngest, and
hence those with the largest moments of inertia and highest likelihood of
ongoing accretion. Such a result does not fit naturally into the existing
picture of angular momentum evolution in young stars, where the stars are
braked effectively by their accretion discs until the disc disperses.
Instead, we argue that, for a given association of young stars, position
within the CMD is not primarily a function of age, but of accretion history. We
show that this hypothesis could explain the correlation we observe between
rotation rate and position within the CMD.
",https://export.arxiv.org/pdf/1102.3836
"Title:
The morphologies and masses of extremely red galaxies in the Groth Strip  survey","
Abstract: We present a new cataloge of EROs from the Groth strip and study the relation
between their morphology and mass. We find 102 EROs (F814W-K=>4, K<=21.0), over
a survey area of 155 arcmin^2. The photometric data include U,B,F606W,F814W,J,K
bands. Morphologies are based on a by eye classification and we distinguish
between 3 basic classes: compact objects, targets with a disc and/or a bulge
component and irregular or merger candidates. The majority of our targets has
either a very compact morphology (33+-6%), or show more or less distinct disc
components (41+-6%). 14+-4% are merger or irregulars and 7 objects could not be
classified. We also study the dependence of structural parameters on
morphological appearance. EROs that are either compact or show a distinct bulge
component have smaller median effective radii (1.22+-0.14 kpc and 3.31+-0.53
kpc) than disc dominated (5.50+-0.51 kpc) or possible irregular galaxies or
merger candidates (4.92+-0.14 kpc). The Sersic index changes from 2.30+-0.34
and 3.24+-0.55, to 1.03+-0.24 and 1.54+-0.40 respectively.
Most the EROs in our sample have redshifts between z=1 and z=2; however,
compact EROs in our sample are found at redshifts as low as z=0.4 and as high
as z=2.8; the latter qualify as well as DRGs. Disc-like EROs are also found up
to z=2.8; however those with a bulge-disc structure are only seen at z<1.5. For
each of these EROs we determined the stellar mass and mean population age by
fitting synthetic Bruzual (2007) spectra to the SED. Mass estimates were
obtained by assuming an exponentially declining star formation rate. Total
stellar masses are in the range 9.1<log(M/M_sun)<11.6. We cannot detect
significant differences between the stellar mass distribution of the
morphological classes. EROs with masses of log(M/M_sun)>11.0 dominantly show
compact morphologies, but also include a significant number of sources with a
disc morphology.
",https://export.arxiv.org/pdf/1102.3302
"Title:
The initial period function of late-type binary stars and its variation","
Abstract: The variation of the period distribution function of late-type binaries is
studied. It is shown that the Taurus--Auriga pre-main sequence population and
the main sequence G dwarf sample do not stem from the same parent period
distribution with better than 95 per cent confidence probability. The Lupus,
Upper Scorpius A and Taurus--Auriga populations are shown to be compatible with
being drawn from the same initial period function (IPF), which is inconsistent
with the main sequence data. Two possible IPF forms are used to find parent
distributions to various permutations of the available data which include Upper
Scorpius B (UScB), Chameleon and Orion Nebula Cluster pre-main sequence
samples. All the pre-main sequence samples studied here are consistent with the
hypothesis that there exists a universal IPF which is modified through
binary-star disruption if it forms in an embedded star cluster leading to a
general decline of the observed period function with increasing period. The
pre-main sequence data admit a log-normal IPF similar to that arrived at by
Duquennoy & Mayor (1991) for main sequence stars, provided the binary fraction
among pre-main sequence stars is significantly higher. But, for consistency
with proto-stellar data, the possibly universal IPF ought to be flat in log-P
or log-semi-major axis and must be similar to the K1 IPF form derived through
inverse dynamical population synthesis, which has been shown to lead to the
main sequence period function if most stars form in typical embedded clusters.
",https://export.arxiv.org/pdf/1102.1719
"Title:
Supernova cosmology: legacy and future","
Abstract: The discovery of dark energy by the first generation of high-redshift
supernova surveys has generated enormous interest beyond cosmology and has
dramatic implications for fundamental physics. Distance measurements using
supernova explosions are the most direct probes of the expansion history of the
Universe, making them extremely useful tools to study the cosmic fabric and the
properties of gravity at the largest scales. The past decade has seen the
confirmation of the original results. Type Ia supernovae are among the leading
techniques to obtain high-precision measurements of the dark energy equation of
state parameter, and in the near future, its time dependence. The success of
these efforts depends on our ability to understand a large number of effects,
mostly of astrophysical nature, influencing the observed flux at Earth. The
frontier now lies in understanding if the observed phenomenon is due to vacuum
energy, albeit its unnatural density, or some exotic new physics. Future
surveys will address the systematic effects with improved calibration
procedures and provide thousands of supernovae for detailed studies.
",https://export.arxiv.org/pdf/1102.1431
"Title:
Systematic uncertainties in air shower measurements from high-energy  hadronic interaction models","
Abstract: Hadronic interaction models at cosmic ray (CR) energies are inherently
uncertain due to the lack of a fundamental theoretical description of soft
hadronic and nuclear interactions and the large extrapolation required from
collider energies to the range of the most energetic cosmic rays observed
($>10^{20}$ eV). Model uncertainties are evaluated within the QGSJET-II model,
by varying some of the crucial parameters in the limits allowed by collider
data, and between QGSJET-II and other models commonly used in air shower
simulations. The crucial parameters relate to hard processes, string
fragmentation, diffraction and baryon production. Results on inelastic cross
sections, on secondary particle production and on the properties of air showers
measured by ground detectors from energies of $10^{12}$ to $10^{19}$ eV are
presented.
",https://export.arxiv.org/pdf/1102.4603
"Title:
Open Issues on the Synthesis of Evolved Stellar Populations at  Ultraviolet Wavelengths","
Abstract: In this paper we briefly review three topics that have motivated our (and
others') investigations in recent years within the context of evolutionary
population synthesis techniques. These are: The origin of the FUV up-turn in
elliptical galaxies, the age-metallicity degeneracy, and the study of the
mid-UV rest-frame spectra of distant red galaxies. We summarize some of our
results and present a very preliminary application of a UV grid of theoretical
spectra in the analysis of integrated properties of aged stellar populations.
At the end, we concisely suggest how these topics can be tackled once the World
Space Observatory enters into operation in the midst of this decade.
",https://export.arxiv.org/pdf/1102.0297
"Title:
INTEGRAL results on gamma-ray bursts and soft gamma-ray repeaters","
Abstract: Despite not being specifically designed for the study of gamma-ray bursts
(GRBs), the INTEGRAL satellite is giving a relevant contribution to this field
with the detection of about 10 GRB per year in the IBIS field of view. The
ground-based INTEGRAL Burst Alert System (IBAS) has provided real-time
localizations with 2-3 arcmin accuracy for most of these events. The INTEGRAL
sample now comprises 81 bursts, including 4 of the short class. IBAS has also
revealed other transient events from various classes of Galactic sources, most
notably short bursts and flares from magnetar candidates. Here I present a
summary of the IBAS performances in the eight years since the INTEGRAL launch
and review some of the INTEGRAL results for GRBs and Soft Gamma-ray Repeaters.
",https://export.arxiv.org/pdf/1102.3808
"Title:
Luminous Satellites of Early-Type Galaxies I: Spatial Distribution","
Abstract: We study the spatial distribution of faint satellites of intermediate
redshift (0.1<z<0.8), early-type galaxies, selected from the GOODS fields. We
combine high resolution HST images and state-of-the-art host subtraction
techniques to detect satellites of unprecedented faintness and proximity to
intermediate redshift host galaxies (up to 5.5 magnitudes fainter and as close
as 0.""5/2.5 kpc to the host centers). We model the spatial distribution of
objects near the hosts as a combination of an isotropic, homogenous
background/foreground population and a satellite population with a power law
radial profile and an elliptical angular distribution. We detect a significant
population of satellites, Ns =1.7 (+0.9,-0.8) that is comparable to the number
of Milky Way satellites with similar host-satellite contrast.The average
projected radial profile of the satellite distribution is isothermal, gamma_p=
-1.0(+0.3,-0.4), which is consistent with the observed central mass density
profile of massive early-type galaxies. Furthermore, the satellite distribution
is highly anisotropic (isotropy is ruled out at a >99.99% confidence level).
Defining phi to be the offset between the major axis of the satellite spatial
distribution and the major axis of the host light profile, we find a maximum
posterior probability of phi = 0 and |phi| less than 42 degrees at the 68%
confidence level. The alignment of the satellite distribution with the light of
the host is consistent with simulations, assuming that light traces mass for
the host galaxy as observed for lens galaxies. The anisotropy of the satellite
population enhances its ability to produce the flux ratio anomalies observed in
gravitationally lensed quasars.
",https://export.arxiv.org/pdf/1102.1426
"Title:
Simulated evolution of the dark matter large-scale structure","
Abstract: We analyze evolution of the basic properties of simulated large scale
structure elements formed by dark matter (DM LSS) and confront it with the
observed evolution of the Lyman-$\alpha$ forest. In three high resolution
simulations we selected samples of compact DM clouds of moderate overdensity.
Clouds are selected at redshifts $0\leq z\leq 3$ with the Minimal Spanning Tree
(MST) technique. The main properties of so selected clouds are analyzed in 3D
space and with the core sampling approach, what allows us to compare estimates
of the DM LSS evolution obtained with two different techniques and to clarify
some important aspects of the LSS evolution. In both cases we find that regular
redshift variations of the mean characteristics of the DM LSS are accompanied
only by small variations of their PDFs, what indicates the self similar
character of the DM LSS evolution. The high degree of relaxation of DM
particles compressed within the LSS is found along the shortest principal axis
of clouds. We see that the internal structure of selected clouds depends upon
the mass resolution and scale of perturbations achieved in simulations. It is
found that the low mass tail of the PDFs of the LSS characteristics depends
upon the procedure of clouds selection.
",https://export.arxiv.org/pdf/1102.2951
"Title:
Gamma-ray Emission from the Vela Pulsar Modeled with the Annular Gap and  Core Gap","
Abstract: The Vela pulsar represents a distinct group of {\gamma}-ray pulsars. Fermi
{\gamma}-ray observations reveal that it has two sharp peaks (P1 and P2) in the
light curve with a phase separation of 0.42 and a third peak (P3) in the
bridge. The location and intensity of P3 are energy-dependent. We use the 3D
magnetospheric model for the annular gap and core gap to simulate the
{\gamma}-ray light curves, phase-averaged and phase-resolved spectra. We found
that the acceleration electric field along a field line in the annular gap
region decreases with heights. The emission at high energy GeV band is
originated from the curvature radiation of accelerated primary particles, while
the synchrotron radiation from secondary particles have some contributions to
low energy {\gamma}-ray band (0.1 - 0.3 GeV). The {\gamma}-ray light curve
peaks P1 and P2 are generated in the annular gap region near the altitude of
null charge surface, whereas P3 and the bridge emission is generated in the
core gap region. The intensity and location of P3 at different energy bands
depend on the emission altitudes. The radio emission from the Vela pulsar
should be generated in a high-altitude narrow regions of the annular gap, which
leads to a radio phase lag of ~ 0.13 prior to the first {\gamma}-ray peak.
",https://export.arxiv.org/pdf/1102.2476
"Title:
Long-Term evolution of Discs around Magnetic Stars","
Abstract: We investigate the evolution of a thin viscous disc surrounding magnetic
star, including the spindown of the star by the magnetic torques it exerts on
the disc. The transition from an accreting to a non-accreting state, and the
change of the magnetic torque across the corotation radius are included in a
generic way, the widths of the transition taken in the range suggested by
numerical simulations. In addition to the standard accreting state, two more
are found. An accreting state can develop into a 'dead' disc state, with inner
edge well outside corotation. More often, a 'trapped' state develops, in which
the inner disc edge stays close to corotation even at very low accretion rates.
The long-term evolution of these two states is different. In the dead state the
star spins down incompletely, retaining much of its initial spin. In the
trapped state the star asymptotically can spin down to arbitarily low rates,
its angular momentum transferred to the disc. We identify these outcomes with
respectively the rapidly rotating and the very slowly rotating classes of Ap
stars and magnetic white dwarfs.
",https://export.arxiv.org/pdf/1102.3697
"Title:
Binaries discovered by the SPY survey VI. Discovery of a low mass  companion to the hot subluminous planetary nebula central star EGB\,5 - A  recently ejected common envelope?","
Abstract: Hot subdwarf B stars (sdBs) in close binary systems are assumed to be formed
via common envelope ejection. According to theoretical models, the amount of
energy and angular momentum deposited in the common envelope scales with the
mass of the companion. That low mass companions near or below the core
hydrogen-burning limit are able to trigger the ejection of this envelope is
well known. The currently known systems have very short periods
$\simeq0.1-0.3\,{\rm d}$. Here we report the discovery of a low mass companion
($M_{\rm 2}>0.14\,M_{\rm \odot}$) orbiting the sdB star and central star of a
planetary nebula EGB\,5 with an orbital period of $16.5\,{\rm d}$ at a minimum
separation of $23\,R_{\rm \odot}$. Its long period is only just consistent with
the energy balance prescription of the common envelope. The marked difference
between the short and long period systems will provide strong constraints on
the common envelope phase, in particular if the masses of the sdB stars can be
measured accurately. Due to selection effects, the fraction of sdBs with low
mass companions and similar or longer periods may be quite high. Low mass
stellar and substellar companions may therefore play a significant role for the
still unclear formation of hot subdwarf stars. Furthermore, the nebula around
EGB\,5 may be the remnant of the ejected common envelope making this binary a
unique system to study this short und poorly understood phase of binary
evolution.
",https://export.arxiv.org/pdf/1102.4757
"Title:
The Fermi Gamma-Ray Haze from Dark Matter Annihilations and Anisotropic  Diffusion","
Abstract: Recent full-sky maps of the Galaxy from the Fermi Gamma-Ray Space Telescope
have revealed a diffuse component of emission towards the Galactic center and
extending up to roughly +/-50 degrees in latitude. This Fermi ""haze"" is the
inverse Compton emission generated by the same electrons which generate the
microwave synchrotron haze at WMAP wavelengths. The gamma-ray haze has two
distinct characteristics: the spectrum is significantly harder than emission
elsewhere in the Galaxy and the morphology is elongated in latitude with
respect to longitude with an axis ratio ~2. If these electrons are generated
through annihilations of dark matter particles in the Galactic halo, this
morphology is difficult to realize with a standard spherical halo and isotropic
cosmic-ray diffusion. However, we show that anisotropic diffusion along ordered
magnetic field lines towards the center of the Galaxy coupled with a prolate
dark matter halo can easily yield the required morphology without making
unrealistic assumptions about diffusion parameters. Furthermore, a Sommerfeld
enhancement to the self annihilation cross-section of ~30 yields a good fit to
the morphology, amplitude, and spectrum of both the gamma-ray and microwave
haze. The model is also consistent with local cosmic-ray measurements as well
as CMB constraints.
",https://export.arxiv.org/pdf/1102.5095
"Title:
The White Dwarf Age of NGC 2477","
Abstract: We present deep photometric observations of the open cluster NGC 2477 using
HST/WFPC2. By identifying seven cluster white dwarf candidates, we present an
analysis of the white dwarf age of this cluster, using both the traditional
method of fitting isochrones to the white dwarf cooling sequence, and by
employing a new Bayesian statistical technique that has been developed by our
group. This new method performs an objective, simultaneous model fit of the
cluster and stellar parameters (namely age, metallicity, distance, reddening,
as well as individual stellar masses, mass ratios, and cluster membership) to
the photometry. Based on this analysis, we measure a white dwarf age of 1.035
+/- 0.054 +/- 0.087 Gyr (uncertainties represent the goodness of model fits and
discrepancy among models, respectively), in good agreement with the cluster's
main sequence turnoff age. This work is part of our ongoing work to calibrate
main sequence turnoff and white dwarf ages using open clusters, and to improve
the precision of cluster ages to the ~5% level.
",https://export.arxiv.org/pdf/1102.3459
"Title:
Catching GRBs with atmospheric Cherenkov telescopes","
Abstract: Fermi has shown GRBs to be a source of >10 GeV photons. We present an
estimate of the detection rate of GRBs with a next generation Cherenkov
telescope. Our predictions are based on the observed properties of GRBs
detected by Fermi, combined with the spectral properties and redshift
determinations for the bursts population by instruments operating at lower
energies. While detection of VHE emission from GRBs has eluded ground-based
instruments thus far, our results suggest that ground-based detection may be
within reach of the proposed Cherenkov Telescope Array (CTA), albeit with a low
rate, 0.25 - 0.5/yr. Such a detection would help constrain the emission
mechanism of gamma-ray emission from GRBs. Photons at these energies from
distant GRBs are affected by the UV-optical background light, and a
ground-based detection could also provide a valuable probe of the Extragalactic
Background Light (EBL) in place at high redshift.
",https://export.arxiv.org/pdf/1102.2112
"Title:
Modeling SN 1996cr's X-ray lines at high-resolution: Sleuthing the  ejecta/CSM geometry","
Abstract: SN 1996cr, located in the Circinus Galaxy (3.7 Mpc, z ~ 0.001) was
non-detected in X-rays at ~ 1000 days yet brightened to ~ 4 x 10^{39} erg/s
(0.5-8 keV) after 10 years (Bauer et al. 2008). A 1-D hydrodynamic model of the
ejecta-CSM interaction produces good agreement with the measured X-ray light
curves and spectra at multiple epochs. We conclude that the progenitor of SN
1996cr could have been a massive star, M > 30 M_solar, which went from an RSG
to a brief W-R phase before exploding within its ~ 0.04 pc wind-blown shell
(Dwarkadas et al. 2010). Further analysis of the deep Chandra HETG observations
allows line-shape fitting of a handful of bright Si and Fe lines in the
spectrum. The line shapes are well fit by axisymmetric emission models with an
axis orientation ~ 55 degrees to our line-of-sight. In the deep 2009 epoch the
higher ionization Fe XXVI emission is constrained to high lattitudes: the
Occam-est way to get the Fe H-like emission coming from high latitude/polar
regions is to have more CSM at/around the poles than at mid and lower
lattitudes, along with a symmetric ejecta explosion/distribution. Similar
CSM/ejecta characterization may be possible for other SNe and, with
higher-throughput X-ray observations, for gamma-ray burst remnants as well.
",https://export.arxiv.org/pdf/1102.1442
"Title:
Stellar weak decay rates in neutron-deficient medium-mass nuclei","
Abstract: Weak decay rates under stellar density and temperature conditions holding at
the rapid proton capture process are studied in neutron-deficient medium-mass
waiting point nuclei extending from Ni up to Sn. Neighboring isotopes to these
waiting point nuclei are also included in the analysis. The nuclear structure
part of the problem is described within a deformed Skyrme Hartree-Fock + BCS +
QRPA approach, which reproduces not only the beta-decay half-lives but also the
available Gamow-Teller strength distributions, measured under terrestrial
conditions. The various sensitivities of the decay rates to both density and
temperature are discussed. In particular, we study the impact of contributions
coming from thermally populated excited states in the parent nucleus, as well
as the competition between beta decays and continuum electron captures.
",https://export.arxiv.org/pdf/1102.0628
"Title:
Detection of the detached dust shell of U Antliae at mid-infrared  wavelengths with AKARI/IRC","
Abstract: We report mid-infrared (MIR) imaging observations of the carbon star U Ant
made with the Infrared Camera (IRC) on board AKARI. Subtraction of the
artifacts and extended PSF of the central star reveals the detached dust shell
around the carbon star at MIR wavelengths (15 and 24{\mu}m) for the first time.
The observed radial brightness profiles of the MIR emission are well explained
by two shells at 43"" and 50"" from the central star detected in optical
scattered light observations. Combining Herschel/PACS, AKARI/FIS, and AKARI/IRC
data, we obtain the infrared spectral energy distribution (SED) of the thermal
emission from the detached shell of U Ant in a wide infrared spectral range of
15- 160 {\mu}m. Thermal emission of amorphous carbon grains with a single
temperature cannot account for the observed SED from 15 to 160 {\mu}m: it
underestimates the emission at 15 {\mu}m. Alternatively, the observed SED is
fitted by the model that amorphous carbon grains in the two shells have
different temperatures of 60 and 104 K, which allocates most dust mass in the
shell at 50"". This supports previous suggestion that the 43"" shell is gas-rich
and the 50"" one is dust-rich. We suggest a possibility that the segregation of
the gas and dust resulting from the drift motion of submicron-sized dust grains
relative to the gas and that the hot dust component associated with the
gas-rich shell is composed of very small grains that are strongly coupled with
the gas.
",https://export.arxiv.org/pdf/1102.0339
"Title:
Center-limb dependence of photospheric velocities in regions of emerging  magnetic fields on the Sun","
Abstract: We investigate the ratio of the vertical and horizontal velocities of the
photospheric plasma flows in the region of emerging magnetic fields on the Sun.
We carried out a study of photospheric velocities during the first hours of the
appearance of 83 active regions with magnetic flux more than 10^21 Mx with data
acquired by the Michelson Doppler Imager (MDI) on board the Solar and
Heliospheric Observatory (SOHO). The emerging magnetic fluxes under
investigation were isolated from extended concentrations of existing magnetic
fields; they have different spatial scales and are located at different
distances from the solar disk center. We found that the values of maximum
negative Doppler velocities that accompany the emergence of active region
magnetic fields during the first 12 hours increase nonlinearly with the
heliocentric angle. This result shows that the horizontal photospheric
velocities of plasma outflows are higher than the vertical ones of the plasma
upflows during the first hours of the emergence of active regions. The
horizontal velocity component at the site of emerging active regions exceeds
that of convective flows in the quiet Sun. A comparison between the velocities
and the maximum value of the total magnetic flux has not revealed any relation.
",https://export.arxiv.org/pdf/1102.0772
"Title:
Transition Properties of Low Lying States in Atomic Indium","
Abstract: We present here the results of our relativistic many-body calculations of
various properties of the first six low-lying excited states of indium. The
calculations were performed using the relativistic coupled-cluster method in
the framework of the singles, doubles and partial triples approximation. We
obtain a large lifetime ~10s for the [4p^6]5s^2 5p_{3/2} state, which had not
been known earlier. Our precise results could be used to shed light on the
reliability of the lifetime measurements of the excited states of atomic indium
that we have considered in the present work.
",https://export.arxiv.org/pdf/1102.2496
"Title:
Reflex: Scientific Workflows for the ESO Pipelines","
Abstract: The recently released Reflex scientific workflow environment supports the
interactive execution of ESO VLT data reduction pipelines. Reflex is based upon
the Kepler workflow engine, and provides components for organising the data,
executing pipeline recipes based on the ESO Common Pipeline Library, invoking
Python scripts, and constructing interaction loops. Reflex will greatly enhance
the quick validation and reduction of the scientific data. In this paper we
summarize the main features of Reflex, and demonstrate as an example its
application to the reduction of echelle UVES data.
",https://export.arxiv.org/pdf/1102.2057
"Title:
Stochastic Gravitational Wave Background from Neutron Star r-mode  Instability Revisited","
Abstract: We revisit the possibility and detectability of a stochastic gravitational
wave background (SGWB) produced by a cosmological population of newborn neutron
stars (NSs) with r-mode instabilities. We show that the resultant SGWB is
insensitive to the choice of CSFR models, but depends strongly on the evolving
behavior of CSFR at low redshifts. Our results show that the dimensionless
energy density $\Omega_{\rm{GW}}$ could have a peak amplitude of $\simeq
(1-3.5) \times10^{-8}$ in the frequency range $(200-1000)$~Hz. However, such a
high mode amplitude is unrealistic as it is known that the maximum value is
much smaller and at most $10^{-2}$. A realistic estimate of $\Omega_{\rm{GW}}$
should be at least 4 orders of magnitude lower ($\sim 10^{-12}$), which leads
to a pessimistic outlook for the detection of r-mode background. We consider
different pairs of terrestrial interferometers (IFOs) and compare two
approaches to combine multiple IFOs in order to evaluate the detectability of
this GW background. Constraints on the total emitted GW energy associated with
this mechanism to produce a detectable stochastic background are $\sim 10^{-3}
M_{\odot} c^2$ for two co-located advanced LIGO detectors, and $2 \times
10^{-5} M_{\odot} c^2$ for two Einstein Telescopes. These constraints may also
be applicable to alternative GW emission mechanisms related to oscillations or
instabilities in NSs depending on the frequency band where most GWs are
emitted.
",https://export.arxiv.org/pdf/1102.2786
"Title:
XMM-Newton observations of the low-mass X-ray binary EXO 0748-676 in  quiescence","
Abstract: The neutron star low-mass X-ray binary EXO 0748-676 started a transition from
outburst to quiescence in August 2008, after more than 24 years of continuous
accretion. The return of the source to quiescence has been monitored
extensively by several X-ray observatories. Here, we report on four XMM-Newton
observations elapsing a period of more than 19 months and starting in November
2008. The X-ray spectra show a soft thermal component which we fit with a
neutron star atmosphere model. Only in the first observation do we find a
significant second component above ~ 3 keV accounting for ~ 7 % of the total
flux, which could indicate residual accretion. The thermal bolometric flux and
the temperature of the neutron star crust decrease steadily by 40 and 10 %
respectively between the first and the fourth observation. At the time of the
last observation, June 2010, we obtain a thermal bolometric luminosity of 5.6 x
10$^{33}$ (d/7.1 kpc)$^2$ erg s$^{-1}$ and a temperature of the neutron star
crust of 109 eV. The cooling curve is consistent with a relatively hot,
medium-mass neutron star, cooling by standard mechanisms. From the spectral
fits to a neutron star atmosphere model we infer limits for the mass and the
radius of the neutron star. We find that in order to achieve self-consistency
for the NS mass between the different methods, the value of the distance is
constrained to be <~6 kpc. For this value of the distance, the derived mass and
radius contours are consistent with a number of EoSs with nucleons and
hyperons.
",https://export.arxiv.org/pdf/1102.2640
"Title:
Usage Bibliometrics","
Abstract: Scholarly usage data provides unique opportunities to address the known
shortcomings of citation analysis. However, the collection, processing and
analysis of usage data remains an area of active research. This article
provides a review of the state-of-the-art in usage-based informetric, i.e. the
use of usage data to study the scholarly process.
",https://export.arxiv.org/pdf/1102.2891
"Title:
Preliminary Results from NEOWISE: An Enhancement to the Wide-field  Infrared Survey Explorer for Solar System Science","
Abstract: The \emph{Wide-field Infrared Survey Explorer} has surveyed the entire sky at
four infrared wavelengths with greatly improved sensitivity and spatial
resolution compared to its predecessors, the \emph{Infrared Astronomical
Satellite} and the \emph{Cosmic Background Explorer}. NASA's Planetary Science
Division has funded an enhancement to the \WISE\ data processing system called
""NEOWISE"" that allows detection and archiving of moving objects found in the
\WISE\ data. NEOWISE has mined the \WISE\ images for a wide array of small
bodies in our Solar System, including Near-Earth Objects (NEOs), Main Belt
asteroids, comets, Trojans, and Centaurs. By the end of survey operations in
February 2011, NEOWISE identified over 157,000 asteroids, including more than
500 NEOs and $\sim$120 comets. The NEOWISE dataset will enable a panoply of new
scientific investigations.
",https://export.arxiv.org/pdf/1102.1996
"Title:
AGN feedback drives the colour evolution of local galaxies","
Abstract: We investigate the effects of AGN feedback on the colour evolution of
galaxies found in local (z<0.2) groups and clusters. Galaxies located within
the lobes of powerful Fanaroff-Riley type II (edge-brightened) sources show
much redder colours than neighbouring galaxies that are not spatially
coincident with the radio source. By contrast, no similar effect is seen near
Fanaroff-Riley type I (core-dominated) radio sources. We show that these
colours are consistent with FR-IIs truncating star formation as the expanding
bow shock overruns a galaxy. We examine a sample of clusters with no detectable
radio emission and show that galaxy colours in these clusters carry an imprint
of past AGN feedback. AGN activity in the low-redshift Universe is
predominantly driven by low-luminosity radio sources with short duty cycles.
Our results show that, despite their rarity, feedback from powerful radio
sources is an important driver of galaxy evolution even in the local volume.
",https://export.arxiv.org/pdf/1102.3464
"Title:
Radiative Cooling in MHD Models of the Quiet Sun Convection Zone and  Corona","
Abstract: We present a series of numerical simulations of the quiet Sun plasma threaded
by magnetic fields that extend from the upper convection zone into the low
corona. We discuss an efficient, simplified approximation to the physics of
optically thick radiative transport through the surface layers, and investigate
the effects of convective turbulence on the magnetic structure of the Sun's
atmosphere in an initially unipolar (open field) region. We find that the net
Poynting flux below the surface is on average directed toward the interior,
while in the photosphere and chromosphere the net flow of electromagnetic
energy is outward into the solar corona. Overturning convective motions between
these layers driven by rapid radiative cooling appears to be the source of
energy for the oppositely directed fluxes of electromagnetic energy.
",https://export.arxiv.org/pdf/1102.1035
"Title:
Tidal streams around galaxies in the SDSS DR7 archive","
Abstract: Context. Models of hierarchical structure formation predict the accretion of
smaller satellite galaxies onto more massive systems and this process should be
accompanied by a disintegration of the smaller companions visible, e.g., in
tidal streams. Aims. In order to verify and quantify this scenario we have
developed a search strategy for low surface brightness tidal structures around
a sample of 474 galaxies using the Sloan Digital Sky Survey DR7 archive.
Methods. Calibrated images taken from the SDSS archive were processed in an
automated manner and visually inspected for possible tidal streams. Results. We
were able to extract structures at surface brightness levels ranging from \sim
24 down to 28 mag arcsec-2. A significant number of tidal streams was found and
measured. Their apparent length varies as they seem to be in different stages
of accretion. Conclusions. At least 6% of the galaxies show distinct stream
like features, a total of 19% show faint features. Several individual cases are
described and discussed.
",https://export.arxiv.org/pdf/1102.2905
"Title:
Non-gaussianity in the strong regime of warm inflation","
Abstract: The bispectrum of scalar mode density perturbations is analysed for the
strong regime of warm inflationary models. This analysis generalises previous
results by allowing damping terms in the inflaton equation of motion that are
dependent on temperature. A significant amount of non-gaussianity emerges with
constant (or local) non-linearity parameter $f_{NL}\sim 20$, in addition to the
terms with non-constant $f_{NL}$ which are characteristic of warm inflation.
",https://export.arxiv.org/pdf/1102.2833
"Title:
Acceleration, magnetic fluctuations and cross-field transport of  energetic electrons in a solar flare loop","
Abstract: Plasma turbulence is thought to be associated with various physical processes
involved in solar flares, including magnetic reconnection, particle
acceleration and transport. Using Ramaty High Energy Solar Spectroscopic Imager
({\it RHESSI}) observations and the X-ray visibility analysis, we determine the
spatial and spectral distributions of energetic electrons for a flare (GOES
M3.7 class, April 14, 2002 23$:$55 UT), which was previously found to be
consistent with a reconnection scenario. It is demonstrated that because of the
high density plasma in the loop, electrons have to be continuously accelerated
about the loop apex of length $\sim 2\times 10^9$cm and width $\sim 7\times
10^8$cm. Energy dependent transport of tens of keV electrons is observed to
occur both along and across the guiding magnetic field of the loop. We show
that the cross-field transport is consistent with the presence of magnetic
turbulence in the loop, where electrons are accelerated, and estimate the
magnitude of the field line diffusion coefficient for different phases of the
flare. The energy density of magnetic fluctuations is calculated for given
magnetic field correlation lengths and is larger than the energy density of the
non-thermal electrons. The level of magnetic fluctuations peaks when the
largest number of electrons is accelerated and is below detectability or absent
at the decay phase. These hard X-ray observations provide the first
observational evidence that magnetic turbulence governs the evolution of
energetic electrons in a dense flaring loop and is suggestive of their
turbulent acceleration.
",https://export.arxiv.org/pdf/1102.3664
