Ttile,Annotation,PDF 
Title:Concordance between observations and simulations in the evolution of the mass relation between supermassive black holes and their host galaxies,"
Abstract:  We carry out a comparative analysis of the relation between the mass of
supermassive black holes (BHs) and the stellar mass of their host galaxies at
$0.2<z<1.7$ using well-matched observations and multiple state-of-the-art
simulations (e.g., Massive Black II, Horizon-AGN, Illustris, TNG and a
semi-analytic model). The observed sample consists of 646 uniformly-selected
SDSS quasars ($0.2 < z < 0.8$) and 32 broad-line active galactic nuclei (AGNs;
$1.2<z<1.7$) with imaging from Hyper Suprime-Cam (HSC) for the former and
Hubble Space Telescope (HST) for the latter. We first add realistic
observational uncertainties to the simulation data and then construct a
simulated sample in the same manner as the observations. Over the full redshift
range, our analysis demonstrates that all simulations predict a level of
intrinsic scatter of the scaling relations comparable to the observations which
appear to agree with the dispersion of the local relation. Regarding the mean
relation, Horizon-AGN and TNG are in closest agreement with the observations at
low and high redshift ($z\sim$ 0.2 and 1.5, respectively) while the other
simulations show subtle differences within the uncertainties. For insight into
the physics involved, the scatter of the scaling relation, seen in the SAM, is
reduced by a factor of two and closer to the observations after adopting a new
feedback model that considers the geometry of the AGN outflow. The consistency
in the dispersion with redshift in our analysis supports the importance of both
quasar- and radio-mode feedback prescriptions in the simulations. Finally, we
highlight the importance of increasing the sensitivity (e.g., using the James
Webb Space Telescope), thereby pushing to lower masses and minimizing biases
due to selection effects.

    ",https://arxiv.org/pdf/2205.04481
Title:Primordial Clocks within Stochastic Gravitational Wave Anisotropies,"
Abstract:  A first-order phase transition in the early universe can give an observable
stochastic gravitational background (SGWB), which will necessarily have
primordial anisotropies across the sky. In multi-field inflationary scenarios,
these anisotropies may have a significant isocurvature component very different
from adiabatic fluctuations, providing an alternate discovery channel for high
energy physics at inflationary scales. Here, we consider classically
oscillating heavy fields during inflation that can imprint distinctive
scale-invariance-breaking features in the power spectrum of primordial
anisotropies. While such features are highly constrained in the cosmic
microwave background, we show that their amplitude can be observably large in
isocurvature SGWB, despite both probing a similar period of inflation.
Measuring SGWB multipoles at the required level, $\ell \sim {\cal O}(10-100)$,
will be technologically challenging. However, we expect that early detection of
a strong isotropic SGWB, and the guarantee of anisotropies, would spur
development of next-generation detectors with sufficient sensitivity, angular
resolution, and foreground discrimination.

    ",https://arxiv.org/pdf/2205.04482
Title:The Twin Radio galaxy TRG J104454+354055,"
Abstract:  We report observations of a bright dumb-bell system of galaxies ($z =0.162$)
with the upgraded Giant Metrewave Radio Telescope ($u$GMRT), which show that
each member of this gravitationally bound pair of galaxies hosts bipolar radio
jets extended on 100 kiloparsec scales. Only two cases of such radio morphology
have been reported previously, both being dumb-bell systems, as well. The
famous first example, 3C 75, was discovered 4 decades ago, and the second case
was discovered 3 decades ago. This implies that such `Twin-Radio-Galaxies'
(TRGs) are an exceedingly rare phenomenon. As in the case of its two senior
cousins, the bi-polar radio jets of the present TRG (J104454+354055) exhibit
strong wiggles and are edge-darkened (Fanaroff-Riley class I). However, there
are important differences, too. For instance, the jets in the present TRG do
not merge and, moreover, show no signs of distortion due to an external
crosswind. This makes the present TRG a much neater laboratory for studying the
physics of (sideway) colliding jets of relativistic plasma. This TRG has a
Wide-Angle-Tail (WAT) neighbour hosted by another bright galaxy belonging to
the same group, which appears to be moving towards the TRG.

    ",https://arxiv.org/pdf/2205.04483
Title:Implementation of advanced Riemann solvers in a neutrino-radiation magnetohydrodynamics code in numerical relativity and its application to a binary neutron star merger,"
Abstract:  We implement advanced Riemann solvers HLLC and HLLD
\cite{Mignone:2005ft,MUB:2009} together with an advanced constrained transport
scheme \cite{Gardiner:2007nc} in a numerical-relativity neutrino-radiation
magnetohydrodynamics code. We validate our implementation by performing a
series of one- and multi-dimensional test problems for relativistic
hydrodynamics and magnetohydrodynamics in both Minkowski spacetime and a static
black hole spacetime. We find that the numerical solutions with the advanced
Riemann solvers are more accurate than those with the HLLE solver
\cite{DelZanna:2002rv}, which was originally implemented in our code. As an
application to numerical relativity, we simulate an asymmetric binary neutron
star merger leading to a short-lived massive neutron star both with and without
magnetic fields. We find that the lifetime of the rotating massive neutron star
formed after the merger and also the amount of the tidally-driven dynamical
ejecta are overestimated when we employ the diffusive HLLE solver. We also find
that the magnetorotational instability is less resolved when we employ the HLLE
solver because of the solver's large numerical diffusivity. This causes a
spurious enhancement both of magnetic winding resulting from large scale
poloidal magnetic fields, and also of the energy of the outflow induced by
magnetic pressure.

    ",https://arxiv.org/pdf/2205.04487
Title:Performance of ESPRESSO's high resolution 4x2 binning for characterizing intervening absorbers towards faint quasars,"
Abstract:  As of October 2021 (Period 108), the European Southern Observatory (ESO)
offers a new mode of the ESPRESSO spectrograph designed to use the High
Resolution grating with 4x2 binning (spatial by spectral; HR42 mode) with the
specific objective of observing faint targets with a single Unit Telescope at
Paranal. We validated the new HR42 mode using four hours of on-target
observations of the quasar J0003-2603, known to host an intervening metal-poor
absorber along the line of sight. The capabilities of the ESPRESSO HR42 mode
(resolving power R~137 000) were evaluated by comparing to a UVES spectrum of
the same target with a similar integration time but lower resolving power (R~48
000). For both data sets we tested the ability to decompose the velocity
profile of the intervening absorber using Voigt profile fitting and extracted
the total column densities of CIV, NI, SiII, AlII, FeII, and NiII. With ~3x the
resolving power and ~2x lower S/N for a nearly equivalent exposure time, the
ESPRESSO data is able to just as accurately characterize the individual
components of the absorption lines as the comparison UVES data, but has the
added bonus of identifying narrower components not detected by UVES. For UVES
to provide similar spectral resolution (R>100 000; 0.3'' slit) and the broad
wavelength coverage of ESPRESSO, the Exposure Time Calculator (ETC) supplied by
ESO estimates 8 hrs of exposure time spread over two settings; requiring double
the time investment than that of ESPRESSO's HR42 mode whilst not properly
sampling the UVES spectral resolution element. Thus ESPRESSO's HR42 mode offers
nearly triple the resolving power of UVES (0.8'' slit to match typical ambient
conditions at Paranal) and provides more accurate characterization of quasar
absorption features for an equivalent exposure time.

    ",https://arxiv.org/pdf/2205.04488
Title:Forecasting ground-based sensitivity to the Rayleigh scattering of the CMB in the presence of astrophysical foregrounds,"
Abstract:  The Rayleigh scattering of cosmic microwave background (CMB) photons off the
neutral hydrogen produced during recombination effectively creates an
additional scattering surface after recombination that encodes new cosmological
information, including the expansion and ionization history of the universe. A
first detection of Rayleigh scattering is a tantalizing target for
next-generation CMB experiments. We have developed a Rayleigh scattering
forecasting pipeline that includes instrumental effects, atmospheric noise, and
astrophysical foregrounds (e.g., Galactic dust, cosmic infrared background, or
CIB, and the thermal Sunyaev-Zel'dovich effect). We forecast the Rayleigh
scattering detection significance for several upcoming ground-based
experiments, including SPT-3G+, Simons Observatory, CCAT-prime, and CMB-S4, and
examine the limitations from atmospheric and astrophysical foregrounds as well
as potential mitigation strategies. When combined with Planck data, we estimate
that the ground-based experiments will detect Rayleigh scattering with a
significance between 1.6 and 3.7, primarily limited by atmospheric noise and
the CIB.

    ",https://arxiv.org/pdf/2205.04494
Title:Estimating the Impact of foregrounds on the Future Detection of Rayleigh scattering,"
Abstract:  Rayleigh scattering of the cosmic microwave background (CMB) by neutral
hydrogen shortly after recombination leaves frequency-dependent imprints on
intensity and polarization fluctuations. High signal-to-noise observations of
CMB Rayleigh scattering would provide additional insight into the physics of
recombination, including greater constraining power for parameters like the
primordial helium fraction, the light relic density, and the sum of neutrino
masses. However, such a measurement of CMB Rayleigh scattering is challenging
due to the presence of astrophysical foregrounds, which are more intense at the
high frequencies, where the effects of Rayleigh scattering are most prominent.
Here we forecast the detectability of CMB Rayleigh scattering including
foreground removal using blind internal linear combination methods for a set of
near-future surveys. We show that atmospheric effects for ground-based
observatories and astrophysical foregrounds pose a significant hindrance to
detecting CMB Rayleigh scattering with experiments planned for this decade,
though a high-significance measurement should be possible with a future CMB
satellite.

    ",https://arxiv.org/pdf/2205.04496
Title:Front Propagation from Radiative Sources,"
Abstract:  Fronts are regions of transition from one state to another in a medium. They
are present in many areas of science and applied mathematics, and modelling
them and their evolution is often an effective way of treating the underlying
phenomena responsible for them. In this paper, we propose a new approach to
modelling front propagation, which characterises the evolution of structures
surrounding radiative sources. This approach is generic and has a wide range of
applications, particularly when dealing with the propagation of phase or state
transitions in media surrounding radiation emitting objects. As an
illustration, we show an application in modelling the propagation of ionisation
fronts around early stars during the cosmological Epoch of Reionisation (EoR)
and show that the results are consistent with those of existing equations but
provide much richer sources of information.

    ",https://arxiv.org/pdf/2205.04526
Title:Dark matter cores in massive high-$z$ galaxies formed by baryonic clumps,"
Abstract:  The rotation curves of some star forming massive galaxies at redshift two
decline over the radial range of a few times the effective radius, indicating a
significant deficit of dark matter (DM) mass in the galaxy centre. The DM mass
deficit is interpreted as the existence of a DM density core rather than the
cuspy structure predicted by the standard cosmological model. A recent study
proposed that a galaxy merger, in which the smaller satellite galaxy is
significantly compacted by dissipative contraction of the galactic gas, can
heat the centre of the host galaxy and help make a large DM core. By using an
$N$-body simulation, we find that a large amount of DM mass is imported to the
centre by the merging satellite, making this scenario an unlikely solution for
the DM mass deficit. In this work, we consider giant baryonic clumps in high
redshift galaxies as alternative heating source for creating the baryon
dominated galaxies with a DM core. Due to dynamical friction, the orbit of
clumps decays in a few Gyr and the baryons condensate at the galactic centre.
As a back-reaction, the halo centre is heated up and the density cusp is
flattened out. The combination of the baryon condensation and core formation
makes the galaxy baryon dominated in the central 2-5 kpc, comparable to the
effective radius of the observed galaxies. Thus, the dynamical heating by giant
baryonic clumps is a viable mechanism for explaining the observed dearth of DM
in high redshift galaxies.

    ",https://arxiv.org/pdf/2205.04577
Title:Modal compression of the redshift-space galaxy bispectrum,"
Abstract:  We extend the modal decomposition method, previously applied to compress the
information in the real-space bispectrum, to the anisotropic redshift-space
galaxy bispectrum. In the modal method approach, the bispectrum is expanded on
a basis of smooth functions of triangles and their orientations, such that a
set of modal expansion coefficients can capture the information in the
bispectrum. We assume a reference survey and compute Fisher forecasts for the
compressed modal bispectrum and two other basis decompositions of the
redshift-space bispectrum in the literature, one based on (single) spherical
harmonics and another based on tripolar spherical harmonics. In each case, we
compare the forecasted constraints from the compressed statistic with
forecasted constraints from the full, uncompressed bispectrum which includes
all triangles and orientations. Our main result is that all three compression
methods achieve good recovery of the full information content of the
bispectrum, but the modal decomposition approach achieves this the most
efficiently: only 14 (42) modal expansion coefficients are necessary to obtain
constraints that are within 10% (2%) of the full bispectrum result. The next
most efficient decomposition is the one based on tripolar spherical harmonics,
while the spherical harmonic multipoles are the least efficient.

    ",https://arxiv.org/pdf/2205.04579
Title:Redshifts of radio sources in the Million Quasars Catalogue from machine learning,"
Abstract:  With the aim of using machine learning techniques to obtain photometric
redshifts based upon a source's radio spectrum alone, we have extracted the
radio sources from the Million Quasars Catalogue. Of these, 44,119 have a
spectroscopic redshift, required for model validation, and for which photometry
could be obtained. Using the radio spectral properties as features, we fail to
find a model which can reliably predict the redshifts, although there is the
suggestion that the models improve with the size of the training sample. Using
the near-infrared--optical--ultraviolet bands magnitudes, we obtain reliable
predictions based on the 12,503 radio sources which have all of the required
photometry. From the 80:20 training--validation split, this gives only 2501
validation sources, although training the sample upon our previous SDSS model
gives comparable results for all 12,503 sources. This makes us confident that
SkyMapper, which will survey southern sky in the u, v, g, r, i, z bands, can be
used to predict the redshifts of radio sources detected with the Square
Kilometre Array. By using machine learning to impute the magnitudes missing
from much of the sample, we can predict the redshifts for 32,698 sources, an
increase from 28% to 74% of the sample, at the cost of increasing the outlier
fraction by a factor of 1.4. While the ""optical"" band data prove successful, at
this stage we cannot rule out the possibility of a radio photometric redshift,
given sufficient data which may be necessary to overcome the relatively
featureless radio spectra.

    ",https://arxiv.org/pdf/2205.04587
Title:Characteristics and evolution of Be-type high mass X-ray binaries as potential Ultraluminous X-ray Sources,"
Abstract:  Some ultraluminous X-ray sources (ULXs) exhibit X-ray pulses, and their
central sources are thought to be neutron stars. It has also been suggested
that some are transient sources with Be-type donors. In this study, we use the
mass accretion model of a Be-type high mass X-ray binary (BeHMXB) to estimate
the conditions under which a giant X-ray burst caused by a BeHMXB exceeds the
Eddington luminosity. Moreover, we investigate the duration for which BeHMXBs
can be observed as transient ULXs with bursts above the Eddington luminosity
during binary evolutions. The results indicate that BeHMXBs could be ULXs for a
typical duration of approximately 1 Myr. Comparisons with nearby observed
BeHMXBs indicate that many binary systems have the potential to become ULXs
during their evolution. Particularly, a BeHMXB system tends to become a ULX
when the Be donor has a dense deccretion disc aligned with the orbital plane.
Because BeHMXBs are very common objects and a significant number of them can
become ULXs, we conclude that a reasonable fraction of the observed ULXs could
consist of evolved BeHMXBs.

    ",https://arxiv.org/pdf/2205.04607
Title:The jet and resolved features of the central supermassive black hole of M 87 observed with EHT,"
Abstract:  We report our independent image reconstruction of the M 87 from the public
data of the Event Horizon Telescope Collaborators (EHTC). Our result is
different from the image published by the EHTC. Our analysis shows that (a) the
structure at 230 GHz is consistent with those of lower frequency VLBI
observations, (b) the jet structure is evident at 230 GHz extending from the
core to a few mas, though the intensity rapidly decreases along the axis, and
(c) the unresolved core is resolved into bright three features presumably
showing an initial jet with a wide opening angle of about 70 deg.
The ring-like structures of the EHTC can be created not only from the public
data, but also from the simulated data of a point image. Also, the rings are
very sensitive to the FOV size. The u-v coverage of EHT lack about 40
micro-asec fringe spacings. Combining with a very narrow FOV, it created the 40
micro-asec ring structure. We conclude that the absence of the jet and the
presence of the ring in the EHTC result are both artifacts owing to the narrow
FOV setting and the u-v data sampling bias effect of the EHT array. Because the
EHTC's simulations only take into account the reproduction of the input image
models, and not those of the input noise models, their optimal parameters can
enhance the effects of sampling bias and produce artifacts such as the 40
micro-asec ring structure, rather than reproducing the correct image.

    ",https://arxiv.org/pdf/2205.04623
Title:Insight-HXMT Study of the Inner Accretion Disk in the Black Hole Candidate EXO 1846--031,"
Abstract:  We study the spectral evolution of the black hole candidate EXO 1846$-$031
during its 2019 outburst, in the 1--150 keV band,with the {\it {Hard X-ray
Modulation Telescope}}. The continuum spectrum is well modelled with an
absorbed disk-blackbody plus cutoff power-law, in the hard, intermediate and
soft states. In addition, we detect an $\approx$6.6 keV Fe emission line in the
hard intermediate state. Throughout the soft intermediate and soft states, the
fitted inner disk radius remains almost constant; we suggest that it has
settled at the innermost stable circular orbit (ISCO). However, in the hard and
hard intermediate states, the apparent inner radius was unphysically small
(smaller than ISCO), even after accounting for the Compton scattering of some
of the disk photons by the corona in the fit. We argue that this is the result
of a high hardening factor, $f_{\rm col}\approx2.0-2.7$, in the early phases of
outburst evolution, well above the canonical value of 1.7 suitable to a steady
disk. We suggest that the inner disk radius was close to ISCO already in the
low/hard state. Furthermore, we propose that this high value of hardening
factor in the relatively hard state is probably caused by the additional
illuminating of the coronal irradiation onto the disk. Additionally, we
estimate the spin parameter with the continuum-fitting method, over a range of
plausible black hole masses and distances. We compare our results with the spin
measured with the reflection-fitting method and find that the inconsistency of
the two results is partly caused by the different choices of $f_{\rm col}$.

    ",https://arxiv.org/pdf/2205.04635
Title:Investigating the Contribution of Extended Radio Sources to the Epoch of Reionisation Power Spectrum,"
Abstract:  We investigate the contribution of extended radio sources such as Centaurus
A, and Galactic supernova remnants (SNRs) to our ability to detect the
statistical $21\,\rm{cm}$ signal from the Epoch of Reionisation (EoR) with the
Murchison Widefield Array (MWA). These sources are typically ignored because
they are in highly attenuated parts of the MWA primary beam, however in
aggregate these sources have apparent flux densities of $10\,\rm{Jy}$ on
angular scales we expect to detect the $21\,\rm{cm}$ signal. We create bespoke
multi-component 2D Gaussian models for Galactic SNRs and for Centaurus A, and
simulate the visibilities for two MWA snapshot observations. We grid those
visibilities and then Fourier transform them with respect to frequency,
averaging them both spherically and cylindrically to produce the 1D and 2D
power spectra. We compare the simulated 1D power spectra to the expected
$21\,\rm{cm}$ power spectrum. We find that although these extended sources are
in highly attenuated parts of the MWA primary beam pattern, collectively they
have enough power ($\sim10^4-10^5\,\rm{mK^2}\,\it{h^{-3}} \,\rm{Mpc^{3}}$) on
EoR significant modes ($|\mathbf{k}| \leq 0.1 h \rm{Mpc}^{-1}$) to prohibit
detection of the $21\,\rm{cm}$ signal ($10^4\,\rm{mK^2}\,\it{h^{-3}}
\,\rm{Mpc^{3}}$). We find that $50-90\%$ of sources must be removed in order to
reduce leakage to a level of $10-20\%$ of the $21\,\rm{cm}$ power spectrum on
EoR significant modes. The effects of widefield extended sources will have
implications on the detectability of the $21\,\rm{cm}$ signal for the MWA and
with the future Square Kilometre Array (SKA).

    ",https://arxiv.org/pdf/2205.04644
Title:Testing gravity with the cosmic microwave background: constraints on modified gravity with two tensorial degrees of freedom,"
Abstract:  We provide a cosmological test of modified gravity with two tensorial degrees
of freedom and no extra propagating scalar mode. The theory of gravity we
consider admits a cosmological model that is indistinguishable from the
$\Lambda$CDM model at the level of the background evolution. The model has a
single modified-gravity parameter $\beta$, the effect of which can be seen in
linear perturbations, though no extra scalar mode is propagating. Using the
Boltzmann code modified to incorporate the present model, we derive the
constraints $-0.047 < \beta < -0.028$ at 68$\%$ confidence from Planck CMB
data. Since our modified gravity model can hardly be constrained by the Solar
System tests and gravitational-wave propagation, our result offers the first
observational test on the model.

    ",https://arxiv.org/pdf/2205.04688
Title:Project Lyra: Another Possible Trajectory to 1I/'Oumuamua,"
Abstract:  The first interstellar object to be discovered, 1I/'Oumuamua, exhibited
various unusual properties as it was tracked on its passage through the inner
solar system in 2017/2018. In terms of the potential scientific return, a
spacecraft mission to intercept and study it in situ would be invaluable. As an
extension to previous Project Lyra studies, this paper elaborates an
alternative mission to 1I/'Oumuamua, this time also requiring a Jupiter Oberth
Manoeuvre (JOM) to accelerate the spacecraft towards its destination. The
difference is in the combination of planetary flybys exploited to get to
Jupiter, which includes a Mars encounter before proceeding to Jupiter. The
trajectory identified is inferior to previous finds in terms of higher $\Delta
V$ requirement (15.6 $kms^{-1}$), longer flight duration (29 years) and less
mission preparation time (launch 2026), however it benefits from a feature
absent from previous JOM candidates, in that there is little or no $\Delta V$
en route to Jupiter (i.e. a free ride) which means the spacecraft need not
carry a liquid propellant stage. This is marginally offset by the higher
$\Delta V$ needed at Jupiter, requiring either 2 or 3 staged solid rocket
motors. As an example, a Falcon Heavy Expendable with a CASTOR 30B booster
followed by a STAR 48B can deliver 102kg to 1I/'Oumuamua by the year 2059.
Other scenarios with shorter flight durations and higher payload masses are
possible.

    ",https://arxiv.org/pdf/2205.04693
Title:Time Dependent Photoionization Modeling of Warm Absorbers in Active Galactic Nuclei,"
Abstract:  Warm absorber spectra contain bound-bound and bound-free absorption features
seen in the X-ray and UV spectra from many active galactic nuclei (AGN). The
widths and centroid energies of these features indicate they occur in
outflowing gas, and the outflow can affect the gas within the host galaxy. Thus
the warm absorber mass and energy budgets are of great interest. Estimates for
these properties depend on models which connect the observed strengths of the
absorption features with the density, composition, and ionization state of the
absorbing gas. Such models assume that the ionization and heating of the gas
come primarily from the strong continuum near the central black hole. They also
assume that the various heating, cooling, ionization, and recombination
processes are in a time-steady balance. This assumption may not be valid, owing
to the intrinsic time-variability of the illuminating continuum, or other
factors which change the cloud environment. This paper presents models for warm
absorbers which follow the time dependence of the ionization, temperature, and
radiation field in warm absorber gas clouds in response to a changing continuum
illumination. We show that the effects of time variability are important over a
range of parameter values, that time dependent models differ from equilibrium
models in important ways, and that these effects should be included in models
which derive properties of warm absorber outflows.

    ",https://arxiv.org/pdf/2205.04708
Title:Multi-frequency Variability Study of Flat-Spectrum Radio Quasar PKS 0346-27,"
Abstract:  We have presented a multiwavelength temporal and spectral study of the Blazar
PKS 0346-27 between the time period 2019 January-2021 December (MJD
58484-59575). We analysed the data collected by Fermi-LAT (gamma-rays),
Swift-XRT (x-rays) and Swift-UVOT (ultra-violet). Flaring episodes are
identified by analysing the gamma-ray lightcurve. Flares are fitted using
polynomial fit. We have found rapid variability on time scales of hours during
brightest flaring activity, which implies that the emission region is very
compact. The broadband emission mechanism was studied by modelling the
simultaneous multi waveband Spectral Energy Distributions (SED) using leptonic
emission mechanism. We found that the optical-UV and X-ray data can be
explained by the synchrotron emission. However, the high energy peak is best
fitted with external Compton of disk photon rather than the BLR or DT. Our
modeling also suggest that the flare 1 and flare 5 have more jet power than
flare 2 and 3 which can be caused by different processes. It also suggest that
all the flares are produced in different situation. An auto correlation of
gamma-ray lightcure was done and concluded the possibility of the source being
gravitationally lensed. We have also produced the power spectral density for
this source and a powerlaw seems to produce the best fit with slope 2.15+/-0.87
suggesting variability in this source is dominated by stochastic process. This
source could be a promising target for upcoming CTA for its harder spectrum at
lower energies (tens of GeV).

    ",https://arxiv.org/pdf/2205.04719
Title:Cloudlet Capture Model for Asymmetric Molecular Emission Lines Observed in TMC-1A with ALMA,"
Abstract:  TMC-1A is a protostellar source harboring a young protostar, IRAS 04365+2353,
and shows a highly asymmetric features of a few 100 au scale in the molecular
emission lines. Blue-shifted emission is much stronger in the CS ($J=5$-4) line
than red-shifted one. The asymmetry can be explained if the gas accretion is
episodic and takes the form of cloudlet capture, given the cloudlet approached
toward us. The gravity of the protostar transforms the cloudlet into a stream
and changes its velocity along the flow. The emission from the cloudlet should
be blue-shifted before the periastron, while it should be red-shifted after the
periastron. If a major part of cloudlet has not reached the periastron, the
former should be dominant. We perform hydrodynamical simulations to examine the
validity of the scenario. Our numerical simulations can reproduce the observed
asymmetry if the orbit of the cloudlet is inclined to the disk plane. The
inclination can explain the slow infall velocity observed in the C$^{18}$O
($J$=2-1) line emission. Such episodic accretion may occur in various
protostellar cores since actual clouds could have inhomogeneous density
distribution. We also discuss the implication of the cloudlet capture on
observations of related objects.

    ",https://arxiv.org/pdf/2205.04742
Title:X-ray Studies of the Inverted Ejecta Layers in the Southeast Area of Cassiopeia A,"
Abstract:  The central strong activities in core-collapse supernovae expect to produce
the overturning of the Fe- and Si/O-rich ejecta during the supernova explosion
based on multi-dimensional simulations. X-ray observations of the supernova
remnant Cassiopeia A have indicated that the Fe-rich ejecta lies outside the
Si-rich materials in the southeastern region, which is consistent with the
hypothesis on the inversion of the ejecta. We investigate the kinematic and
nucleosynthetic properties of the inverted ejecta layers in detail to
understand its formation process using the data taken by the Chandra X-ray
Observatory. Three-dimensional velocities of Fe- and Si/O-rich ejecta are
obtained as $>$4,500 km s$^{-1}$ and $\sim$2,000--3,000 km s$^{-1}$,
respectively, by combining proper motion and line-of-sight velocities,
indicating that the velocity of the Si/O-rich ejecta is slower than that of the
Fe-rich ejecta since the early stage of the explosion. To constrain their
burning regime, the Cr/Fe mass ratios are evaluated as $0.51_{-0.10}^{+0.11}$%
in the outermost Fe-rich region and $1.24 ^{+0.19}_{-0.20}$% in the inner
Fe/Si-rich region, suggesting that the complete Si burning layer is invertedly
located to the incomplete Si burning layer. All the results support the ejecta
overturning at the early stages of the remnant's evolution or during the
supernova explosion of Cassiopeia A.

    ",https://arxiv.org/pdf/2205.04748
Title:Characterization of Kepler targets based on medium-resolution LAMOST spectra analyzed with ROTFIT,"
Abstract:  In this work we present the results of our analysis of 16,300
medium-resolution LAMOST spectra of late-type stars in the Kepler field with
the aim of determining the stellar parameters, activity level, lithium
atmospheric content, and binarity. We have used a version of the code ROTFIT
specifically developed for these spectra. We provide a catalog with the
atmospheric parameters (Teff, log(g), and [Fe/H]), radial velocity (RV), and
projected rotation velocity (vsini). For cool stars (Teff < 6500 K), we also
calculated the H-alpha and LiI-6708 equivalent width, which are important
indicators of chromospheric activity and evolutionary stage, respectively. We
have derived the RV and atmospheric parameters for 14,300 spectra of 7443
stars. Literature data were used for a quality control of the results. The Teff
and log(g) values are in good agreement with the literature. The [Fe/H] values
appear to be overestimated for metal-poor stars. We propose a relation to
correct the [Fe/H] values derived with ROTFIT. We were able to identify
double-lined binaries, stars with variable RVs, lithium-rich giants, and
emission-line objects. Based on the H-alpha flux, we found 327 active stars. We
detected the LiI-6708 line and measure its equivalent width for 1657 stars,
both giants and stars on the main sequence. Regarding the latter, we performed
a discrete age classification based on the atmospheric lithium abundance and
the upper envelopes of a few open clusters. Among the giants, we found 195
Li-rich stars, 161 of which are reported here for the first time. No
relationship is found between stellar rotation and lithium abundance, which
allows us to rule out merger scenarios as the predominant explanation of the
enrichment of Li in our sample. The fraction of Li-rich giants, about 4%, is
higher than expected.

    ",https://arxiv.org/pdf/2205.04757
Title:The coupling of an EUV coronal wave and ion acceleration in a Fermi-LAT behind-the-limb solar flare,"
Abstract:  We present the Fermi-LAT observations of the behind-the-limb (BTL) flare of
July 17, 2021 and the joint detection of this flare by STIX onboard Solar
Orbiter. The separation between Earth and the Solar Orbiter was 99.2$^{\circ}$
at 05:00 UT, allowing STIX to have a front view of the flare. The location of
the flare was ~S20E140 in Stonyhurst heliographic coordinates making this the
most distant behind-the-limb flare ever detected in $>$100 MeV gamma-rays. The
LAT detection lasted for $\sim$16 minutes, the peak flux was $ 3.6 \pm 0.8 $
(10$^{-5}$) ph cm$^{-2}$ s$^{-1}$ with a significance $>$15$\sigma$. A coronal
wave was observed from both STEREO-A and SDO in extreme ultraviolet (EUV) with
an onset on the visible disk in coincidence with the LAT onset. A complex type
II radio burst was observed by GLOSS also in coincidence with the onset of the
LAT emission indicating the presence of a shock wave. We discuss the relation
between the time derivative of the EUV wave intensity profile at 193\angstrom\
as observed by STEREO-A and the LAT flux to show that the appearance of the
coronal wave at the visible disk and the acceleration of protons as traced by
the observed $>$100 MeV gamma-ray emission are coupled. We also report how this
coupling is present in the data from 3 other BTL flares detected by Fermi-LAT
suggesting that the protons driving the gamma-ray emission of BTL solar flares
and the coronal wave share a common origin.

    ",https://arxiv.org/pdf/2205.04760
Title:Polarimetric investigation of selected cloud compositions in exoplanetary atmospheres,"
Abstract:  We investigated the impact of selected cloud condensates in exoplanetary
atmospheres on the polarization of scattered stellar radiation. We considered a
selection of 25 cloud condensates that are expected to be present in extrasolar
planetary atmospheres. Using the three-dimensional Monte Carlo radiative
transfer code POLARIS and assuming Mie scattering theory, we calculated and
studied the net polarization of scattered radiation as a function of planetary
phase angle at optical to near-infrared wavelengths. In addition to the
well-known characteristics in the state of polarization, such as the rainbow
determined by the real part of the refractive index, the behavior of the
underlying imaginary part of the refractive index causes an increase or
decrease in the degree of polarization and a change of sign in the polarization
at a characteristic wavelength. In contrast to Al$_2$O$_3$ and MgFeSiO$_4$,
clouds composed of SiO, MnS, Na$_2$S, or ZnS produce a rapidly decreasing
degree of polarization with increasing wavelength in the context of an
exoplanetary atmosphere. Furthermore, the sign of the polarization changes at a
wavelength of about 0.5 $\mu$m to 0.6 $\mu$m, depending on the specific cloud
condensate. The resulting net polarization is mainly positive for cloud
compositions with large imaginary parts of the refractive index, such as Fe,
FeS, and FeO. In addition, for Fe and FeS clouds, the maximum degree of
polarization at long wavelengths is shifted to larger phase angles than for
FeO. We found that most of these cloud condensates are distinguishable from
each other due to their unique wavelength-dependent complex refractive index.
In particular, an increase or decrease of the net polarization as a function of
wavelength and a change of sign in the polarization at specific wavelengths are
important features for characterizing cloud compositions in exoplanetary
atmospheres.

    ",https://arxiv.org/pdf/2205.04815
