Ttile,Annotation,PDF 
Title:Propagation and attenuation of pulses driven by low velocity normal impacts in granular media,"
Abstract:  We carry out experiments of low velocity normal impacts into granular
materials that fill an approximately cylindrical 42 litre tub. Motions in the
granular medium are tracked with an array of 7 embedded accelerometers.
Longitudinal pulses excited by the impact attenuate and their shapes broaden
and become smoother as a function of travel distance from the site of impact.
Pulse propagation is not spherically symmetric about the site of impact. Peak
amplitudes are about twice as large for the pulse propagating downward than at
45 degrees from vertical. An advection-diffusion model is used to estimate the
dependence of pulse properties as a function of travel distance from the site
of impact. The power law forms for pulse peak pressure, velocity and seismic
energy depend on distance from impact to a power of -2.5 and this rapid decay
is approximately consistent with our experimental measurements. Our experiments
support a seismic jolt model, giving rapid attenuation of impact generated
seismic energy into rubble asteroids, rather than a reverberation model, where
seismic energy slowly decays. We apply our diffusive model to estimate physical
properties of the seismic pulse that will be excited by the forthcoming DART
mission impact onto the secondary, Dimorphos, of the asteroid binary (65803)
Didymos system. We estimate that the pulse peak acceleration will exceed the
surface gravity as it travels through the asteroid.

    ",https://arxiv.org/pdf/2201.01225
"Title:Eclipsing Binaries in Dynamically Interacting Close, Multiple Systems","
Abstract:  Close, compact, hierarchical, multiple stellar systems, i.e., multiples
having an outer orbital period from months to a few years, comprise a small,
but continuously growing group of the triple and multiple star zoo. Many of
them consist of at least one eclipsing pair of stars and, therefore, exhibit
readily observable short-term dynamical interactions among the components.
Thus, their dynamical and astrophysical properties can be explored with high
precision. In this paper we present an overview of the history of the search
for additional components around eclipsing binaries from the first
serendipitous discoveries to more systematic recent studies. We describe the
different observational detection methods and discuss their connections to the
different kinds of astrophysical and dynamical information that can be mined
from the different datasets. Moreover, the connection amongst the observable
phenomena and the long-term dynamics of such systems is also discussed.

    ",https://arxiv.org/pdf/2201.01243
Title:Limits on primordial black holes detectability with Isatis: A BlackHawk tool,"
Abstract:  Primordial black holes (PBHs) are convenient candidates to explain the
elusive dark matter (DM). However, years of constraints from various
astronomical observations have constrained their abundance over a wide range of
masses, leaving only a narrow window open at $10^{17}\,{\rm g} \lesssim M
\lesssim 10^{22}\,$g for all DM in the form of PBHs. We reexamine this disputed
window with a critical eye, interrogating the general hypotheses underlying the
direct photon constraints. We review 4 levels of assumptions: i) instrument
characteristics, ii) prediction of the (extra)galactic photon flux, iii)
statistical method of signal-to-data comparison and iv) computation of the
Hawking radiation rate. Thanks to Isatis, a new tool designed for the public
Hawking radiation code BlackHawk, we first revisit the existing and prospective
constraints on the PBH abundance and investigate the impact of assumptions
i)-iv). We show that the constraints can vary by several orders of magnitude,
advocating the necessity of a reduction of the theoretical sources of
uncertainties. Second, we consider an ""ideal"" instrument and we demonstrate
that the PBH DM scenario can only be constrained by the direct photon Hawking
radiation phenomenon below $M_{\rm max} \sim 10^{20}\,$g. The upper part of the
mass window should therefore be closed by other means.

    ",https://arxiv.org/pdf/2201.01265
Title:Robust absolute solar flux density calibration for the Murchison Widefield Array,"
Abstract:  Sensitive radio instruments are optimized for observing faint astronomical
sources, and usually need to attenuate the received signal when observing the
Sun. There are only a handful of flux density calibrators which can comfortably
be observed with the same attenuation setup as the Sun. Additionally, for wide
field-of-view (FoV) instruments like the Murchison Widefield Array (MWA)
calibrator observations are generally done when the Sun is below the horizon to
avoid the contamination from solar emissions. These considerations imply that
the usual radio interferometric approach to flux density calibration is not
applicable for solar imaging. A novel technique, relying on a good sky model
and detailed characterization of the MWA hardware, was developed for solar flux
density calibration for MWA. Though successful, this technique is not general
enough to be extended to the data from the extended configuration of the MWA
Phase II. Here, we present a robust flux density calibration method for solar
observations with MWA independent of the array configuration. We use different
approaches -- the serendipitous presence of strong sources; detection of
numerous background sources using high dynamic range images in the FoV along
with the Sun and observations of strong flux density calibrators with and
without the additional attenuation used for solar observations; to obtain the
flux scaling parameters required for the flux density calibration. Using the
present method, we have achieved an absolute flux density uncertainty
$\sim10\%$ for solar observations even in the absence of dedicated calibrator
observations.

    ",https://arxiv.org/pdf/2201.01267
Title:A tale of two double quasars: Hubble constant tension or biases?,"
Abstract:  For a flat $\Lambda$CDM (standard) cosmology, a small sample of
gravitationally lensed quasars with measured time delays has recently provided
a value of the Hubble constant $H_0$ in tension with the $Planck$ flat
$\Lambda$CDM result. Trying to check if this tension is real or not, we used
basic observational constraints for two double quasars of the GLENDAMA sample
(SBS 0909+532 and SDSS J1339+1310) to discuss the underlying value of $H_0$ in
a standard cosmology. For SBS 0909+532, we were not able to obtain a reliable
measurement of $H_0$. However, the current data of SDSS J1339+1310 are
consistent with $H_0$ around 67.8 km s$^{-1}$ Mpc$^{-1}$ and $\sigma (H_0)/H_0
\sim$ 10%. Although the formal uncertainty is still large and mainly due to the
lack of details on the mass density profile of the main lens galaxy, the
central value of $H_0$ coincides with that of the TDCOSMO+SLACS collaboration
(using gravitational lens systems) and is within the 1$\sigma$ interval from
$Planck$ cosmic microwave background data. After getting these preliminary
encouraging results through only one double quasar, we are currently planning
to use several GLENDAMA systems to accurately measure the Hubble constant and
put constraints on other cosmological parameters.

    ",https://arxiv.org/pdf/2201.01271
Title:On the nature of radio-wave radiation from particle cascades,"
Abstract:  The nature of the radio-wave radiation generated by particle cascades in both
the Earth's atmosphere and dense media such as ice has, historically, been much
debated. This situation changed in the early 2010's, with the community
converging on the common terminology of ""geomagnetic"" and ""Askaryan"" radiation
to describe the two emission mechanisms. However, this convergence arose from
discussions at various conferences and workshops, and was ultimately reached
through agreement between simulation codes and experimental measurements. In
this article therefore, I use relatively simple geometrical arguments, and a
minimum of calculations based on single particle tracks, to explain the nature
of radiation from extensive air showers (EAS) and cascades in dense media such
as ice. I identify well-determined frequency regimes where the radiation from
the Askaryan effect will be bremsstrahlung-like and Cherenkov-like, being
respectively below/above 1 GHz in EAS and 100 MHz in dense media; and where
geomagnetic emission will be transverse-current-like and where it will resemble
synchrotron radiation, respectively below/above a few GHz in EAS, depending on
the height of cascade development. I suggest how these transitions in the
nature of the emission may be experimentally observed.

    ",https://arxiv.org/pdf/2201.01298
Title:The CAMELS project: public data release,"
Abstract:  The Cosmology and Astrophysics with MachinE Learning Simulations (CAMELS)
project was developed to combine cosmology with astrophysics through thousands
of cosmological hydrodynamic simulations and machine learning. CAMELS contains
4,233 cosmological simulations, 2,049 N-body and 2,184 state-of-the-art
hydrodynamic simulations that sample a vast volume in parameter space. In this
paper we present the CAMELS public data release, describing the characteristics
of the CAMELS simulations and a variety of data products generated from them,
including halo, subhalo, galaxy, and void catalogues, power spectra, bispectra,
Lyman-$\alpha$ spectra, probability distribution functions, halo radial
profiles, and X-rays photon lists. We also release over one thousand catalogues
that contain billions of galaxies from CAMELS-SAM: a large collection of N-body
simulations that have been combined with the Santa Cruz Semi-Analytic Model. We
release all the data, comprising more than 350 terabytes and containing 143,922
snapshots, millions of halos, galaxies and summary statistics. We provide
further technical details on how to access, download, read, and process the
data at \url{this https URL}.

    ",https://arxiv.org/pdf/2201.01300
Title:Evidence of large recoil velocity from a black hole merger signal,"
Abstract:  The final black hole left behind after a binary black hole merger can attain
a recoil velocity, or a ""kick"", reaching values up to 5000 km/s. This
phenomenon has important implications for gravitational wave astronomy, black
hole formation scenarios, testing general relativity, and galaxy evolution. We
consider the gravitational wave signal from the binary black hole merger
GW200129_065458 (henceforth referred to as GW200129), which has been shown to
exhibit strong evidence of orbital precession. Using numerical relativity
surrogate models, we constrain the kick velocity of GW200129 to $v_f \sim
1542^{+747}_{-1098}$ km/s or $v_f \gtrsim 698$ km/s (one-sided limit), at 90\%
credibility. This marks the first identification of a large kick velocity for
an individual gravitational wave event. Given the kick velocity of GW200129, we
estimate that there is a less than $0.48\%$ ($7.7\%$) probability that the
remnant black hole after the merger would be retained by globular (nuclear
star) clusters. Finally, we show that kick effects are not expected to cause
biases in ringdown tests of general relativity for this event, although this
may change in the future with improved detectors.

    ",https://arxiv.org/pdf/2201.01302
Title:ALMA measures molecular gas reservoirs comparable to field galaxies in a low-mass galaxy cluster at z=1.3,"
Abstract:  We report the serendipitous discovery of an overdensity of CO emitters in an
X-ray-identified cluster (Log$_{10}$M$_{\rm halo}/M_{\odot}\sim13.6$ at
z=1.3188) using ALMA. We present spectroscopic confirmation of 6 new cluster
members exhibiting CO(2-1) emission, adding to 2 existing optical/IR
spectroscopic members undetected in CO. This is the lowest mass cluster to date
at z>1 with molecular gas measurements, bridging the observational gap between
galaxies in the more extreme, well-studied clusters (Log$_{10}$~M$_{\rm
halo}/M_{\odot}\gtrsim14$) and those in group or field environments at cosmic
noon. The CO sources are concentrated on the sky (within ~1-arcmin diameter)
and phase space analysis indicates the gas resides in galaxies already within
the cluster environment. We find that CO sources sit in similar phase space as
CO-rich galaxies in more massive clusters at similar redshifts (have similar
accretion histories) while maintaining field-like molecular gas reservoirs,
compared to scaling relations. This work presents the deepest CO survey to date
in a galaxy cluster at z>1, uncovering gas reservoirs down to M$_{\rm
H_{2}}>1.6\times10^{10}$M$_{\odot}$ (5$\sigma$ at 50% primary beam). Our deep
limits rule out the presence of gas content in excess of the field scaling
relations; however, combined with literature CO detections, cluster gas
fractions in general appear systematically high, on the upper envelope or above
the field. This study is the first demonstration that low mass clusters at
z~1-2 can host overdensities of CO emitters with surviving gas reservoirs, in
line with the prediction that quenching is delayed after first infall while
galaxies consume the gas bound to the disk.

    ",https://arxiv.org/pdf/2201.01304
Title:Augmenting astrophysical scaling relations with machine learning : application to reducing the SZ flux-mass scatter,"
Abstract:  Complex systems (stars, supernovae, galaxies, and clusters) often exhibit low
scatter relations between observable properties (e.g., luminosity, velocity
dispersion, oscillation period, temperature). These scaling relations can
illuminate the underlying physics and can provide observational tools for
estimating masses and distances. Machine learning can provide a systematic way
to search for new scaling relations (or for simple extensions to existing
relations) in abstract high-dimensional parameter spaces. We use a machine
learning tool called symbolic regression (SR), which models the patterns in a
given dataset in the form of analytic equations. We focus on the
Sunyaev-Zeldovich flux$-$cluster mass relation ($Y_\mathrm{SZ}-M$), the scatter
in which affects inference of cosmological parameters from cluster abundance
data. Using SR on the data from the IllustrisTNG hydrodynamical simulation, we
find a new proxy for cluster mass which combines $Y_\mathrm{SZ}$ and
concentration of ionized gas ($c_\mathrm{gas}$): $M \propto
Y_\mathrm{conc}^{3/5} \equiv Y_\mathrm{SZ}^{3/5} (1-A\, c_\mathrm{gas})$.
$Y_\mathrm{conc}$ reduces the scatter in the predicted $M$ by $\sim 20-30$% for
large clusters ($M\gtrsim 10^{14}\, h^{-1} \, M_\odot$) at both high and low
redshifts, as compared to using just $Y_\mathrm{SZ}$. We show that the
dependence on $c_\mathrm{gas}$ is linked to cores of clusters exhibiting larger
scatter than their outskirts. Finally, we test $Y_\mathrm{conc}$ on clusters
from simulations of the CAMELS project and show that $Y_\mathrm{conc}$ is
robust against variations in cosmology, astrophysics, subgrid physics, and
cosmic variance. Our results and methodology can be useful for accurate
multiwavelength cluster mass estimation from current and upcoming CMB and X-ray
surveys like ACT, SO, SPT, eROSITA and CMB-S4.

    ",https://arxiv.org/pdf/2201.01305
Title:Relationships Between Stellar Velocity Dispersion and the Atmospheres of Early-Type Galaxies,"
Abstract:  The Voit et al. (2020) black hole feedback valve model predicts relationships
between stellar velocity dispersion and atmospheric structure among massive
early-type galaxies. In this work, we test that model using the Chandra
archival sample of 49 early-type galaxies from Lakhchaura et al. (2018). We
consider relationships between stellar velocity dispersion and entropy profile
slope, multiphase gas extent, and the ratio of cooling time to freefall time.
We also define subsamples based on data quality and entropy profile properties
that clarify those relationships and enable more specific tests of the model
predictions. We find that the atmospheric properties of early-type galaxies
generally align with the predictions of the Voit et al. (2020) model, in that
galaxies with greater stellar velocity dispersion tend to have radial profiles
of pressure, gas density, and entropy with steeper slopes and less extended
multiphase gas. Quantitative agreement with the model predictions improves when
the sample is restricted to have low central entropy and stellar velocity
dispersion of between 220 and 300 km/s.

    ",https://arxiv.org/pdf/2201.01306
Title:Significant Molecular Gas Deficiencies in Star-forming Cluster Galaxies at $z\sim1.4$,"
Abstract:  We present the average gas properties derived from ALMA Band 6 dust continuum
imaging of 126 massive (log $M_{\star} / M_{\odot} \gtrsim 10.5$), star-forming
cluster galaxies across 11 galaxy clusters at $z=1-1.75$. Using stacking
analysis on the ALMA images, combined with UV-far-infrared data, we quantify
the average infrared SEDs and gas properties (molecular gas masses, $M_{\rm
mol}$; gas depletion timescales, $\tau_{\rm depl}$; and gas fractions, f$_{\rm
gas}$) as a function of cluster-centric radius and properties including stellar
mass and distance from the Main Sequence. We find a significant dearth in the
ALMA fluxes relative to that expected in the field $-$ with correspondingly low
$M_{\rm mol}$ and f$_{\rm gas}$ and short $\tau_{\rm depl}$ $-$ with weak or no
dependence on cluster-centric radius out to twice the virial radius. The
Herschel+ALMA SEDs indicate warmer dust temperatures ($\sim36-38$ K) than
coeval field galaxies ($\sim30$ K). We perform a thorough comparison of the
cluster galaxy gas properties to field galaxies, finding deficits of 2-3x,
3-4x, and 2-4x in $M_{\rm mol}$, $\tau_{\rm depl}$, and f$_{\rm gas}$ compared
to coeval field stacks and larger deficits compared to field scaling relations
built primarily on detections. The cluster gas properties derived here are
comparable with stacking analyses in (proto-)clusters in the literature and at
odds with findings of field-like $\tau_{\rm depl}$ and enhanced f$_{\rm gas}$
reported using CO and dust continuum detections. Our analysis suggests that
environment has considerable impact on gas properties out to large radii, in
good agreement with cosmological simulations which project gas depletion begins
beyond the virial radius and largely completes by first passage of the cluster
core.

    ",https://arxiv.org/pdf/2201.01307
Title:A stellar stream remnant of a globular cluster below the metallicity floor,"
Abstract:  Stellar ejecta gradually enrich the gas out of which subsequent stars form,
making the least chemically enriched stellar systems direct fossils of
structures formed in the early universe. Although a few hundred stars with
metal content below one thousandth of the solar iron content are known in the
Galaxy, none of them inhabit globular clusters, some of the oldest known
stellar structures. These show metal content of at least ~0.2 percent of the
solar metallicity ([Fe/H] > -2.7). This metallicity floor appears universal and
it has been proposed that proto-galaxies that merge into the galaxies we
observe today were simply not massive enough to form clusters that survived to
the present day. Here, we report the discovery of a stellar stream, C-19, whose
metallicity is less than 0.05 per cent the solar metallicity ([Fe/H]=-3.38 +/-
0.06 (stat.) +/- 0.20 (syst.)). The low metallicity dispersion and the chemical
abundances of the C-19 stars show that this stream is the tidal remnant of the
most metal-poor globular cluster ever discovered, and significantly below the
purported metallicity floor: clusters with significantly lower metallicities
than observed today existed in the past and contributed their stars to the
Milky Way halo.

    ",https://arxiv.org/pdf/2201.01309
Title:The Pristine survey -- XVI. The metallicity of 26 stellar streams around the Milky Way detected with the STREAMFINDER in Gaia EDR3,"
Abstract:  We use the photometric metallicities provided by the panoramic Pristine
survey to study the veracity and derive the metallicities of the numerous
stellar streams found by the application of the STREAMFINDER algorithm to the
Gaia EDR3 data. All 26 streams present in Pristine show a clear metallicity
distribution function, which provides an independent check of the reality of
these structures, supporting the reliability of STREAMFINDER in finding streams
and the power of Pristine to measure precise metallicities. We further present
6 candidate structures with coherent phase-space and metallicity signals that
are very likely streams. The majority of studied streams are very metal-poor
(14 structures with [Fe/H]<-2.0) and include 3 systems with [Fe/H]<-2.9 (C-11,
C-19, and C-20). These streams could be the closest debris of low-luminosity
dwarf galaxies or may have originated from globular clusters of significantly
lower metallicity than any known current Milky Way globular cluster. Our study
shows that the promise of the Gaia data for Galactic Archeology studies can be
substantially strengthened by quality photometric metallicities, allowing us to
peer back into the earliest epochs of the formation of our Galaxy and its
stellar halo constituents.

    ",https://arxiv.org/pdf/2201.01310
Title:MUSE crowded field 3D spectroscopy in NGC 300 II. Quantitative spectroscopy of BA-type supergiants,"
Abstract:  A quantitative spectral analysis of BA-type supergiants and bright giants in
an inner spiral arm region of the nearby spiral galaxy NGC 300 is presented,
based on observations with the Multi Unit Spectroscopic Explorer (MUSE) on the
European Southern Obsevatory, Very Large Telescope (ESO, VLT). The
flux-weighted gravity-luminosity relationship (FGLR), a stellar spectroscopic
distance determination method for galaxies, is extended towards stars at lower
luminosities. Point spread function fitting 3D spectroscopy was performed with
PampelMUSE on the datacube. The 16 stars with the highest signal-to-noise
ratios ($S/N s$) are classified with regard to their spectral type and
luminosity class using Galactic templates. They were analysed using hybrid
non-local thermodynamic equilibrium (non-LTE) model spectra to fit the
strongest observed hydrogen, helium, and metal lines in the
intermediate-resolution spectra. Supplemented by photometric data, this
facilitates fundamental stellar parameters and interstellar reddening which
have yet to be determined. Effective temperatures, surface gravities, reddening
$E(B-V)$, bolometric magnitudes and luminosities, as well as radii and masses
are presented for the sample stars. The majority of the objects follow the FGLR
as established from more luminous BA-type supergiants in NGC 300. An increase
in the scatter in the flux-weighted gravity-luminosity plane is observed at
these lower luminosities, which is in line with predictions from population
synthesis models.

    ",https://arxiv.org/pdf/2201.01311
Title:History-independent tracers: Forgetful molecular probes of the physical conditions of the dense interstellar medium,"
Abstract:  Molecular line emission is a powerful probe of the physical conditions of
astrophysical objects but can be complex to model, and it is often unclear
which transitions would be the best targets for observers who wish to constrain
a given parameter. We therefore produce a list of molecular species for which
the gas history can be ignored, removing a major modelling complexity. We then
determine the best of these species to observe when attempting to constrain
various physical parameters. To achieve this, we use a large set of chemical
models with different chemical histories to determine which species have
abundances at 1 MYr that are insensitive to the initial conditions. We then use
radiative transfer modelling to produce the intensity of every transition of
these molecules. We finally compute the mutual information between the physical
parameters and all transitions and transition ratios in order to rank their
usefulness in determining the value of a given parameter.
We find 48 species that are insensitive to the chemical history of the gas,
23 of which have collisional data available. We produce a ranked list of all
the transitions and ratios of these species using their mutual information with
various gas properties. We show mutual information is an adequate measure of
how well a transition can constrain a physical parameter by recovering known
probes and demonstrating that random forest regression models become more
accurate predictors when high-scoring features are included. Therefore, this
list can be used to select target transitions for observations in order to
maximize knowledge about those physical parameters.

    ",https://arxiv.org/pdf/2201.01312
"Title:Intrinsic Lyman alpha Profiles of High-Velocity G, K, and M Dwarfs","
Abstract:  Observations of H I Lyman alpha, the brightest UV emission line of late-type
stars, are critical for understanding stellar chromospheres and transition
regions, modeling photochemistry in exoplanet atmospheres, and measuring the
abundances of neutral hydrogen and deuterium in the interstellar medium. Yet,
Lyman alpha observations are notoriously challenging due to severe attenuation
from interstellar gas, hindering our understanding of this important emission
line's basic morphology. We present high-resolution far- and near-UV
spectroscopy of five G, K, and M dwarfs with radial velocities large enough to
Doppler shift the stellar Lyman alpha emission line away from much of the
interstellar attenuation, allowing the line core to be directly observed. We
detect self-reversal in the Lyman alpha emission line core for all targets, and
we show that the self-reversal depth decreases with increasing surface gravity.
Mg II self-reversed emission line profiles provide some useful information to
constrain the Lyman alpha line core, but the differences are significant enough
that Mg II cannot be used directly as an intrinsic Lyman alpha template during
reconstructions. We show that reconstructions that neglect self-reversal could
overestimate intrinsic Lyman alpha fluxes by as much as 60%-100% for G and K
dwarfs and 40%-170% for M dwarfs. The five stars of our sample have low
magnetic activity and sub-solar metallicity; a larger sample size is needed to
determine how sensitive these results are to these factors.

    ",https://arxiv.org/pdf/2201.01315
Title:Simulating Jellyfish Galaxies: A Case Study for a Gas-Rich Dwarf Galaxy,"
Abstract:  We investigate the formation of jellyfish galaxies using
radiation-hydrodynamic simulations of gas-rich dwarf galaxies with a
multi-phase interstellar medium (ISM). We find that the ram-pressure-stripped
(RPS) ISM is the dominant source of molecular clumps in the near wake within 10
kpc from the galactic plane, while in-situ formation is the major channel for
dense gas in the distant tail of the gas-rich galaxy. Only 20% of the molecular
clumps in the near wake originate from the intracluster medium (ICM); however,
the fraction reaches 50% in the clumps located at $80\,{\rm kpc}$ from the
galactic center since the cooling time of the RPS gas tends to be short due to
the ISM--ICM mixing ($\lesssim$ 10 Myr). The tail region exhibits a star
formation rate of $0.001-0.01\,{\rm M_{\odot}\,yr^{-1}}$, and most of the tail
stars are born in the stripped wake within 10 kpc from the galactic plane.
These stars induce bright H$\alpha$ blobs in the tail, while H$\alpha$ tails
fainter than $6\times10^{38}\,{\rm erg\,s^{-1}\,kpc^{-2}}$ are mostly formed
via collisional radiation and heating due to mixing. We also find that the
stripped tails have intermediate X-ray to H$\alpha$ surface brightness ratios
(1.5$\lesssim F_{\rm X}/F_{\rm H\alpha}\lesssim$20), compared to the ISM
($\lesssim$1.5) or pure ICM ($\gg$20). Our results suggest that jellyfish
features emerge when the ISM from gas-rich galaxies is stripped by strong ram
pressure, mixes with the ICM, and enhances the cooling in the tail.

    ",https://arxiv.org/pdf/2201.01316
Title:The Influence of Temperature and Photobleaching on Irradiated Sodium Chloride at Europa-like Conditions,"
Abstract:  Europa's leading hemisphere chaos regions have a spectral feature at 450 nm
that has been attributed to absorption by crystal defects in irradiated sodium
chloride, known as F-centers. Some discrepancies exist between the laboratory
data of irradiated sodium chloride and the observations, including a $\sim$10
nm shift in central wavelength of the F-center band and the lack of the
prominent 720 nm absorption on Europa from M-centers, which result from the
coalescence of pairs of F-centers. Here, we perform irradiation experiments on
sodium chloride in an attempt to understand these discrepancies. We show that
careful control of the temperature of the sample at a temperature of 120 K
yields F-centers with an absorption wavelength comparable to that of Europa. In
addition, we measure the effect of photobleaching -- the destruction of
F-centers by photons -- and show that at the energetic particle and photon flux
on Europa, an equilibrium will be reached where only a modest F-center
absorption develops. The density of F-centers never reaches high enough values
for the creation of secondary M-centers. Our experiments predict that F-centers
grow during the night on Europa in the absence of photobleaching and then
partially decay during the daytime. We show observations from the Hubble Space
Telescope consistent with this prediction. All observations of the 450 nm
F-center on Europa are now consistent with laboratory measurements of sodium
chloride, confirming the presence of this salt on Europa.

    ",https://arxiv.org/pdf/2201.01332
Title:A New UV Spectral Feature on Europa: Confirmation of NaCl in Leading-hemisphere Chaos Terrain,"
Abstract:  Recent visible-wavelength observations of Europa's surface obtained with the
Hubble Space Telescope revealed the presence of an absorption feature near 450
nm that appears spatially correlated with leading-hemisphere chaos terrain.
This feature was interpreted to reflect the presence of irradiated sodium
chloride ultimately sourced from the interior. Here, we use ultraviolet spectra
also collected with the Hubble Space Telescope to detect an additional
previously unseen absorption near 230 nm, which spatially correlates with the
450 nm feature and with the same leading-hemisphere chaos terrain. We find that
the new ultraviolet feature is also well-matched by irradiated sodium chloride
at Europa-like conditions. Such confirmation of sodium chloride within
geologically young regions has important implications for Europa's subsurface
composition.

    ",https://arxiv.org/pdf/2201.01333
Title:The mid-UV spectrum of irradiated NaCl at Europa-like conditions,"
Abstract:  Recent observations from the Hubble Space Telescope show a mid-UV absorption
feature localized to leading hemisphere chaos regions on Europa. The same
regions were previously found to have a visible absorption at 450 nm that was
attributed to the presence of irradiated NaCl. The lack of any additional
diagnostic absorptions for NaCl in the visible spectrum of these terrains made
confirmation of this identification difficult. Here we use laboratory
experiments to show that NaCl irradiated at Europa's surface temperatures
develops an absorption at $\sim$220 nm consistent with the new detection in
Europa's mid-UV spectrum, strongly supporting the NaCl identification.
Irradiated NaCl in leading-hemisphere chaos terrain would suggest that sodium
and chlorine are important components of Europa's subsurface ocean.

    ",https://arxiv.org/pdf/2201.01335
Title:An Optical Spectrum of the Diffuse Galactic Light from BOSS and IRIS,"
Abstract:  We present a spectrum of the diffuse Galactic light (DGL) between 3700 and
10,000 A, obtained by correlating optical sky intensity with far-infrared dust
emission. We use nearly 250,000 blank-sky spectra from BOSS/SDSS-III together
with IRIS-reprocessed maps from the IRAS satellite. The larger sample size
compared to SDSS-II results in a factor-of-two increase in signal to noise. We
combine these data sets with a model for the optical/far-infrared correlation
that accounts for self-absorption by dust. The spectral features of the DGL
agree remarkably well with features present in stellar spectra. There is
evidence for a difference in the DGL continuum between the regions covered by
BOSS in the northern and southern Galactic hemisphere. We interpret the
difference at red wavelengths as the result of a difference in stellar
populations, with mainly old stars in both regions but a higher fraction of
young stars in the south. There is also a broad excess in the southern DGL
spectrum over the prediction of a simple radiative transfer model, without a
clear counterpart in the north. We interpret this excess, centered at ~6500 A,
as evidence for luminescence in the form of extended red emission (ERE). The
observed strength of the 4000 A break indicates that at most ~7% of the
dust-correlated light at 4000 A can be due to blue luminescence. Our DGL
spectrum provides constraints on dust scattering and luminescence independent
of measurements of extinction.

    ",https://arxiv.org/pdf/2201.01378
Title:Inferring Astrophysical Parameters of Core-Collapse Supernovae from their Gravitational-Wave Emission,"
Abstract:  Nearby core-collapse supernovae (CCSNe) are powerful multi-messenger sources
for gravitational-wave, neutrino and electromagnetic telescopes as they emit
gravitational waves in the ideal frequency band for ground based detectors.
Once a CCSN gravitational-wave signal is detected, we will need to determine
the parameters of the signal, and understand how those parameters relate to the
source's explosion, progenitor and remnant properties. This is a challenge due
to the stochastic nature of CCSN explosions, which is imprinted on their time
series gravitational waveforms. In this paper, we perform Bayesian parameter
estimation of CCSN signals using an asymmetric chirplet signal model to
represent the dominant high-frequency mode observed in spectrograms of CCSN
gravitational-wave signals. We use design sensitivity Advanced LIGO noise and
CCSN waveforms from four different hydrodynamical supernova simulations with a
range of different progenitor stars. We determine how well our model can
reconstruct time-frequency images of the emission modes, and show how well we
can determine parameters of the signal such as the frequency, amplitude, and
duration. We show how the parameters of our signal model may allow us to place
constraints on the proto-neutron star mass and radius, the turbulent kinetic
energy onto the proto-neutron star, and the time of shock revival.

    ",https://arxiv.org/pdf/2201.01397
Title:Isolated Massive Star Formation in G28.20-0.05,"
Abstract:  We report high-resolution 1.3~mm continuum and molecular line observations of
the massive protostar G28.20-0.05 with ALMA. The continuum image reveals a
ring-like structure with 2,000~au radius, similar to morphology seen in
archival 1.3~cm VLA observations. Based on its spectral index and associated
H$30\alpha$ emission, this structure mainly traces ionised gas. However, there
is evidence for $\sim30$~M$_{\odot}$ of dusty gas near the main mm continuum
peak on one side of the ring, as well as in adjacent regions within 3,000~au. A
virial analysis on scales of $\sim$2,000~au from hot core line emission yields
a dynamical mass of $\sim80\:M_\odot$. A strong velocity gradient in the
H$30\alpha$ emission is evidence for a rotating, ionized disk wind, which
drives a larger-scale molecular outflow. An infrared SED analysis indicates a
current protostellar mass of $m_*\sim40\:M_\odot$ forming from a core with
initial mass $M_c\sim300\:M_\odot$ in a clump with mass surface density of
$\Sigma_{\rm cl}\sim 0.8\:{\rm g\:cm}^{-2}$. Thus the SED and other properties
of the system can be understood in the context of core accretion models.
Structure-finding analysis on the larger-scale continuum image indicates
G28.20-0.05 is forming in a relatively isolated environment, with no other
concentrated sources, i.e., protostellar cores, above $\sim 1\:M_\odot$ found
from $\sim$0.1 to 0.4~pc around the source. This implies that a massive star
can form in relative isolation and the dearth of other protostellar companions
within the $\sim1$~pc environs is a strong constraint on massive star formation
theories that predict the presence of a surrounding protocluster.

    ",https://arxiv.org/pdf/2201.01411
Title:The MAVERIC Survey: The first radio and X-ray limits on the detached black holes in NGC 3201,"
Abstract:  The Galactic globular cluster NGC 3201 is the first Galactic globular cluster
observed to host dynamically-confirmed stellar-mass black holes, containing two
confirmed and one candidate black hole. This result indicates that globular
clusters can retain black holes, which has important implications for globular
cluster evolution. NGC 3201 has been observed as part of the MAVERIC survey of
Galactic globular clusters. We use these data to confirm that there is no radio
or X-ray detection of the three black holes, and present the first radio and
X-ray limits on these sources. These limits indicate that any accretion present
is at an extremely low rate and may be extremely inefficient. In particular,
for the system ACS ID #21859, by assuming the system is tidally locked and any
accretion is through the capture of the companion's winds, we constrain the
radiative efficiency of any accretion to $\leq1.5\times10^{-5}$. We also
combine the radio and X-ray source catalogues from the MAVERIC survey with the
existing MUSE spectroscopic surveys and the HUGS catalogue of NGC 3201 to
provide a catalogue of 42 multiwavelength sources in this cluster. We identify
a new red straggler source with X-ray emission, and investigate the
multiwavelength properties of the sub-subgiant population in the cluster.

    ",https://arxiv.org/pdf/2201.01418
