Ttile,Annotation,PDF 
Title:On the local radio luminosity function of galaxies. II: environmental dependences among late-type galaxies,"
Abstract:  Using new extensive radio continuum surveys at 1.4 GHz (FIRST and NVSS), we
derive the distribution of the radio/optical and radio/NIR luminosity (RLF) of
late-type (Sa-Irr) galaxies (mp<15.7) in 5 nearby clusters of galaxies: A262,
Cancer, A1367, Coma and Virgo. With the aim of discussing possible
environmental dependences of the radio properties, we compare these results
with those obtained for relatively isolated objects in the Coma supercluster.
We find that the RLF of Cancer, A262 and Virgo are consistent with that of
isolated galaxies. Conversely we confirm earlier claims that galaxies in A1367
and Coma have their radio emissivity enhanced by a factor of 5 with respect to
isolated objects. We discuss this result in the framework of the dynamical
pressure suffered by galaxies in motion through the intra-cluster gas
(ram-pressure). We find that the radio excess is statistically larger for
galaxies in fast transit motion. This is coherent with the idea that enhanced
radio continuum activity is associated with magnetic field compression. The
X-ray luminosities and temperatures of Coma and A1367 imply that these two
clusters have significantly larger intracluster gas density than the remaining
three studied ones, providing a clue for explaining the higher radio continuum
luminosities of their galaxies. Multiple systems in the Coma supercluster
bridge (with projected separations smaller than 300 kpc) have radio
luminosities significantly larger than isolated galaxies.

    ",https://arxiv.org/pdf/astro-ph/9811105
Title:X-ray spectral evolution of GS 2023+338 (V404 Cyg) during decline after outburst,"
Abstract:  We have re-analyzed archival GINGA data of the soft X-ray transient source
GS2023+308 (V404 Cyg) covering the decline phase of its May 1989 outburst. Our
spectral modelling includes the relativistically smeared Compton reflected
continuum and iron K\alpha fluorescent line near 6.5 keV produced by X-ray
illumination of the accretion disc. This gives a powerful diagnostic of the
accretion geometry, with the amplitude of the reprocessed components showing
the solid angle subtended by the disc, while the detailed shape of the
relativistic smearing shows how close this material is to the black hole event
horizon.
We find that reflection is always significantly present in the spectra, but
that its fractional contribution decreases as the decline progresses. The
amount of relativistic smearing is also consistent with decreasing during the
decline, although this is poorly constrained except for the brightest spectra.
One plausible scenario explaining this evolution is of an optically thick disc
with inner radius increasing as a function of time, with the X-ray source in
the form of a central corona. This is similar to the evolution inferred for
other X-ray transient sources, such as Nova Muscae, except that the underlying
power law spectrum of GS 2023+338 stayed constant as the disc geometry changed.
This challenges the underlying assumption of almost all models for the spectra
of accreting black holes, namely that the hard X-rays are formed by
Comptonization of seed photons from the accretion disc.

    ",https://arxiv.org/pdf/astro-ph/9811106
Title:Topological lens effects in universes with non-Euclidean compact spatial sections,"
Abstract:  Universe models with compact spatial sections smaller than the observable
universe produce a topological lens effect. Given a catalog of cosmic sources,
we estimate the number of topological images in locally hyperbolic and locally
elliptic spaces, as a function of the cosmological parameters, of the volume of
the spatial sections and of the catalog depth. Next we apply the
crystallographic method, aimed to detect a topological signal in the 3D
distance histogram between images, to compact hyperbolic models. Numerical
calculations in the Weeks manifold allows us to check the absence of
crystallographic signature of topology, due to the fact that the number of
copies of the fundamental domain in the observable covering space is low and
that the points are not moved the same distance by the holonomies of space.

    ",https://arxiv.org/pdf/astro-ph/9811107
Title:Building up the Stellar Halo of the Milky Way,"
Abstract:  We study numerical simulations of satellite galaxy disruption in a potential
resembling that of the Milky Way. Our goal is to assess whether a merger origin
for the stellar halo would leave observable fossil structure in the phase-space
distribution of nearby stars. We show how mixing of disrupted satellites can be
quantified using a coarse-grained entropy. Although after 10 billion years few
obvious asymmetries remain in the distribution of particles in configuration
space, strong correlations are still present in velocity space. We briefly
describe how we can understand these effects based on the conservation of
fine-grained phase-space density in an action-angle formalism. We also discuss
the implications of our results on the known properties of the stellar halo.

    ",https://arxiv.org/pdf/astro-ph/9811108
Title:Detecting Halo Streams with GAIA,"
Abstract:  We investigate what the proposed ESA astrometric satellite GAIA will reveal
by observing the halo of the Milky Way. Specifically, we look for halo streams
which are the signatures left by the merging/accretion events experienced by a
typical galaxy like the Milky Way. We run numerical simulations of the
disruption of satellite galaxies in a Galactic potential to generate artificial
GAIA halo catalogs. We recover the streams by searching for peaks in angular
momentum space.

    ",https://arxiv.org/pdf/astro-ph/9811109
Title:Results from the CASTLES Survey of Gravitational Lenses,"
Abstract:  We show that most gravitational lenses lie on the passively evolving
fundamental plane for early-type galaxies. For burst star formation models (1
Gyr of star formation, then quiescence) in low Omega_0 cosmologies, the stellar
populations of the lens galaxies must have formed at z_f > 2. Typical lens
galaxies contain modest amounts of patchy extinction, with a median
differential extinction for the optical (radio) selected lenses of E(B-V) =
0.04 (0.07) mag. The dust can be used to determine both extinction laws and
lens redshifts. For example, the z_l=0.96 elliptical lens in MG0414+0534 has an
R_V=1.7 +/- 0.1 mean extinction law. Arc and ring images of the quasar and AGN
source host galaxies are commonly seen in NICMOS H band observations. The hosts
are typically blue, L < L_* galaxies.

    ",https://arxiv.org/pdf/astro-ph/9811111
Title:BATSE observations of BL Lac Objects,"
Abstract:  The Burst and Transient Source Experiment (BATSE) on the Compton Gamma-Ray
Observatory has been shown to be sensitive to non-transient hard X-ray sources
in our galaxy, down to flux levels of 100 mCrab for daily measurements, 3 mCrab
for integrations over several years. We use the continuous BATSE database and
the Earth Occultation technique to extract average flux values between 20 and
200 keV from complete radio- and X-ray- selected BL Lac samples over a 2 year
period.

    ",https://arxiv.org/pdf/astro-ph/9811112
Title:The `Rabbit': A Potential Radio Counterpart of GeV J1417-6100,"
Abstract:  We have mapped the radio emission in the error ellipse of GeV J1417-6100
(2EGS J1418-6049) at 13cm and 20cm using the Australia Telescope Compact Array.
We find a large shell with extended wings, at the edge of which is a
non-thermal, polarized structure with a center filled morphology (the
`Rabbit'), coincident with an extended, hard X-ray source. We discuss the
various sources seen within the ellipse as potential counterparts of the
gamma-ray source. We conclude that the most likely scenario is that the Rabbit
is a wind nebula surrounding a radio-quiet gamma-ray pulsar.

    ",https://arxiv.org/pdf/astro-ph/9811113
Title:Lifetime of Surface Features and Stellar Rotation: A Wavelet Time-Frequency Approach,"
Abstract:  We explore subtle variations in disk-integrated measurements spanning
$\lsim$ 18 years of stellar surface magnetism by using a newly developed
time-frequency gapped wavelet algorithm.
We present results based on analysis of the Mount Wilson
Ca II H and K emission fluxes in four, magnetically-active stars (HD 1835
[G2V], 82885 [G8IV-V], 149661 [K0V] and 190007 [K4V]) and sensitivity tests
using artificial data.
When the wavelet basis is appropriately modified (i.e., when the
time-frequency resolution is optimized), the results are consistent with the
existence of spatially localized and long-lived
Ca II features (assumed here as activity regions that tend to recur in
narrowly-confined latitude bands), especially in HD 1835 and 82885.
This interpretation is based on the observed persistence of relatively
localized Ca II wavelet power at a narrow range of rotational time scales,
enduring as long as $\gsim$ 10 years.

    ",https://arxiv.org/pdf/astro-ph/9811114
Title:Gravitational Lensing and the Hubble Deep Field,"
Abstract:  We calculate the expected number of multiply-imaged galaxies in the Hubble
Deep Field (HDF), using photometric redshift information for galaxies with m_I
< 27 that were detected in all four HDF passbands. A comparison of these
expectations with the observed number of strongly lensed galaxies constrains
the current value of Omega_m-Omega_Lambda, where Omega_m is the mean mass
density of the universe and Omega_Lambda is the normalized cosmological
constant. Based on current estimates of the HDF luminosity function and
associated uncertainties in individual parameters, our 95% confidence lower
limit on Omega_m-Omega_Lambda ranges between -0.44, if there are no strongly
lensed galaxies in the HDF, and -0.73, if there are two strongly lensed
galaxies in the HDF. If the only lensed galaxy in the HDF is the one presently
viable candidate, then, in a flat universe (Omega_m+Omega_Lambda=1),
Omega_Lambda < 0.79 (95% C.L.). These limits are compatible with estimates
based on high-redshift supernovae and with previous limits based on
gravitational lensing.

    ",https://arxiv.org/pdf/astro-ph/9811115
Title:Torsion modified Plasma Screening in Astrophysics,"
Abstract:  The torsion modified Maxwell-Proca equations when applied to describe a
plasma is shown to lead to a correction to the Debye screening length.For hot
new born neutron stars the torsion correction is shown to be significant.This
effect may provide an indirect evidence for Torsion.

    ",https://arxiv.org/pdf/astro-ph/9811116
Title:Group-cluster merging and the formation of starburst galaxies,"
Abstract:  A significant fraction of clusters of galaxies are observed to have
substructure, which implies that merging between clusters and subclusters is a
rather common physical process of cluster formation.
It still remains unclear how cluster merging affects the evolution of cluster
member galaxies.
We report the results of numerical simulations, which show the dynamical
evolution of a gas-rich late-type spiral in a merger between a small group of
galaxies and a cluster. The simulations demonstrate that time-dependent tidal
gravitational field of the merging excites non-axisymmetric structure of the
galaxy, subsequently drives efficient transfer of gas to the central region,
and finally triggers a secondary starburst.
This result provides not only a new mechanism of starbursts but also a close
physical relationship between the emergence of starburst galaxies and the
formation of substructure in clusters. We accordingly interpret post-starburst
galaxies located near substructure of the Coma cluster as one observational
example indicating the global tidal effects of group-cluster merging.
Our numerical results furthermore suggest a causal link between the observed
excess of blue galaxies in distant clusters and cluster virialization process
through hierarchical merging of subclusters.

    ",https://arxiv.org/pdf/astro-ph/9811117
Title:FIRST-radio sources in clusters of galaxies,"
Abstract:  The detailed identifications of the FIRST and NVSS radio sources with optical
objects in APM and in DSS surveys are carried out for 26 rich Abell clusters of
galaxies. 99 radio sources are identified with optical objects, 40 have
probable identifications, and 187 are not identified from 326 radio sources in
the considered fields (within Abell radius of each cluster of galaxies). 20
radio sources are definitely in clusters and 34 can be clusters members with
high confidence. Therefore, ~30-40% of the FIRST radio sources can be
identified with optical objects on the base of APM and of DSS data. On average,
one can find 2 identified sources per cluster.

    ",https://arxiv.org/pdf/astro-ph/9811118
Title:Gravitational Clustering to All Perturbative Orders,"
Abstract:  We derive the time evolution of the density contrast to all orders of
perturbation theory, by solving the Einstein equation for scale-invariant
fluctuations. These fluctuations are represented by an infinite series in
inverse powers of the radial parameter. In addition to the standard growing
modes, we find infinitely many more new growing modes for open and closed
universes.

    ",https://arxiv.org/pdf/astro-ph/9811119
Title:A Radio Perspective on Star-Formation in Distant Galaxies,"
Abstract:  Determination of the epoch dependent star-formation rate of field galaxies is
one of the principal goals of modern observational cosmology. Deep radio
surveys, sensitive to starbursts out to $z \sim$ 1-2, may hold the key to
understanding the evolution of the starburst phenonemon unhindered by the
effects of dust. Using deep, high resolution radio observations of the Hubble
Deep Field, we show that the $\mu$Jy radio emission from field galaxies at
$z\sim 0.4-1$ is primarily starburst in origin. In addition, we have discovered
a population of optically faint, possibly obscured systems that are candidate
high-$z$ protogalaxies. At least one of these radio sources is identified with
a sub-mm detection.

    ",https://arxiv.org/pdf/astro-ph/9811120
Title:Spatial Corrections of ROSAT HRI Observations,"
Abstract:  X-ray observations with the ROSAT High Resolution Imager (HRI) often have
spatial smearing on the order of 10 arcsec (Morse 1994). This degradation of
the intrinsic resolution of the instrument (5 arcsec) can be attributed to
errors in the aspect solution associated with the wobble of the space craft or
with the reacquisition of the guide stars. We have developed a set of IRAF/PROS
and MIDAS/EXSAS routines to minimize these effects. Our procedure attempts to
isolate aspect errors that are repeated through each cycle of the wobble. The
method assigns a 'wobble phase' to each event based on the 402 second period of
the ROSAT wobble. The observation is grouped into a number of phase bins and a
centroid is calculated for each sub-image. The corrected HRI event list is
reconstructed by adding the sub-images which have been shifted to a common
source position. This method has shown approx. 30% reduction of the full width
half maximum (FWHM) of an X-ray observation of the radio galaxy 3C 120.
Additional examples are presented.

    ",https://arxiv.org/pdf/astro-ph/9811121
Title:HST observations of the Local Group dwarf galaxy Leo I,"
Abstract:  We present deep HST F555W (V) and F814W (I) observations of a central field
in the Local Group dwarf spheroidal (dSph) galaxy Leo I. The resulting
color-magnitude diagram (CMD) reaches I \simeq 26 and reveals the oldest ~10-15
Gyr old turnoffs. Nevertheless, a horizontal branch is not obvious in the CMD.
Given the low metallicity of the galaxy, this likely indicates that the first
substantial star formation in the galaxy may have been somehow delayed in Leo I
in comparison with the other dSph satellites of the Milky Way. The subgiant
region is well and uniformly populated from the oldest turnoffs up to the 1 Gyr
old turnoff, indicating that star formation has proceeded in a continuous way,
with possible variations in intensity but no big gaps between successive
bursts, over the galaxy's lifetime. The structure of the red-clump of core
He-burning stars is consistent with the large amount of intermediate-age
population inferred from the main sequence and the subgiant region. In spite of
the lack of gas in Leo I, the CMD clearly shows star formation continuing until
1 Gyr ago and possibly until a few hundred Myrs ago in the central part of the
galaxy.

    ",https://arxiv.org/pdf/astro-ph/9811122
Title:Direct Signature of Evolving Gravitational Potential from Cosmic Microwave Background,"
Abstract:  We show that time dependent gravitational potential can be directly detected
from the cosmic microwave background (CMB) anisotropies. The signature can be
measured by cross-correlating the CMB with the projected density field
reconstructed from the weak lensing distortions of the CMB itself. The
cross-correlation gives a signal whenever there is a time dependent
gravitational potential. This method traces dark matter directly and has a well
defined redshift distribution of the window projecting over the density
perturbations, thereby avoiding the problems plaguing other proposed
cross-correlations. We show that both MAP and Planck will be able to probe this
effect for observationally relevant curvature and cosmological constant models,
which will provide additional constraints on the cosmological parameters.

    ",https://arxiv.org/pdf/astro-ph/9811123
Title:Stellar populations in gas-rich galaxy mergers II. Feedback effects of Type Ia and II supernovae,"
Abstract:  We numerically investigate chemodynamical evolution of major disk-disk galaxy
mergers in order to explore the origin of mass-dependent chemical, photometric,
and spectroscopic properties observed in elliptical galaxies. We particularly
investigate the dependence of the fundamental properties on merger progenitor
disk mass (M_d). Main results obtained in this study are the following three.
(1) More massive (luminous) ellipticals formed by galaxy mergers between more
massive spirals have larger metallicity (Z) and thus show redder colors: The
typical metallicity ranges from ~ 1.0 solar abundance (Z~ 0.02) for ellipticals
formed by mergers with M_d = 10^10 M_solar to ~ 2.0 solar (Z ~ 0.04) for those
with M_d = 10^12 M_solar. (2) The absolute magnitude of negative metallicity
gradients developed in galaxy mergers is more likely to be larger for massive
ellipticals.
Absolute magnitude of metallicity gradient correlates with that of age
gradient in ellipticals in the sense that an elliptical with steeper negative
metallicity gradient is more likely to show steeper age gradient. (3) Both
M/L_B and M/L_K, where M, L_B, and L_K are total stellar mass of galaxy
mergers, B-band luminosity, and K-band one, respectively, depend on galactic
mass in such a way that more massive ellipticals have larger M/L_B and smaller
M/L_K.

    ",https://arxiv.org/pdf/astro-ph/9811124
Title:New HI Features of the Magellanic System,"
Abstract:  The first results from the HI Parkes All-Sky Survey (HIPASS) provide a
spectacular view of the global HI distribution in the vicinity of the
Magellanic Clouds and the southern Milky Way. A 2400 square degree mosaic
around the South Celestial Pole (SCP) reveals the existence of a narrow,
continuous counter-stream which 'leads' the direction of motion of the Clouds,
i.e. opposite in direction to the Stream. This strongly supports the
gravitational model for the Stream in which the leading and trailing streams
are tidally torn from the body of the Magellanic Clouds. The data also reveal
additional tidal features in the Bridge region which appear to emanate from the
LMC, and a distinct spiral structure within the LMC itself.

    ",https://arxiv.org/pdf/astro-ph/9811125
Title:Dust in an extremely metal-poor galaxy: mid-infrared observations of SBS 0335-052,"
Abstract:  The metal deficient (Z = Z_sun/41) Blue Compact Dwarf Galaxy (BCD) SBS
0335-052 was observed with ISOCAM between 5 and 17 mic. With a L_12mic/L_B
ratio of 2.15, the galaxy is unexpectedly bright in the mid-infrared for such a
low-metallicity object. The mid-infrared spectrum shows no sign of the
Unidentified Infrared Bands, which we interpret as an effect of the destruction
of their carriers by the very high UV energy density in SBS 0335-052. The
spectral energy distribution (SED) is dominated by a very strong continuum
which makes the ionic lines of [SIV] and [NeIII] very weak. From 5 to 17 mic,
the SED can be fitted with a grey-body spectrum, modified by an extinction law
similar to that observed toward the Galactic Center, with an optical depth of
A_V~19-21 mag. Such a large optical depth implies that a large fraction (as
much as ~ 75%) of the current star-formation activity in SBS 0335-052 is hidden
by dust with a mass between 3x10^3 M_sun and 5x10^5 M_sun. Silicate grains are
present as silicate extinction bands at 9.7 and 18 mic can account for the
unusual shape of the MIR spectrum of SBS 0335-052. It is remarkable that such a
nearly primordial environment contains as much dust as galaxies which are 10
times more metal-rich. If the hidden star formation in SBS 0335-052 is typical
of young galaxies at high redshifts, then the cosmic star formation rate
derived from UV/optical fluxes would be underestimated.

    ",https://arxiv.org/pdf/astro-ph/9811126
Title:On the Survival and Destruction of Spiral Galaxies in Clusters,"
Abstract:  We follow the evolution of disk galaxies within a cluster that forms
hierarchically in a cold dark matter N-body simulation. At a redshift z=0.5 we
select several dark matter halos that have quiet merger histories and are about
to enter the newly forming cluster environment. The halos are replaced with
equilibrium high resolution model spirals that are constructed to represent
examples of low surface brightness (LSB) and high surface brightness (HSB)
galaxies. Varying the disk and halo structural parameters reveals that the
response of a spiral galaxy to tidal encounters depends primarily on the
potential depth of the mass distribution and the disk scale length. LSB
galaxies, characterised by slowly rising rotation curves and large scale
lengths, evolve dramatically under the influence of rapid encounters with
substructure and strong tidal shocks from the global cluster potential ---
galaxy harassment. We find that up to 90% of their stars are tidally stripped
and congregate in large diffuse tails that trace the orbital path of the galaxy
and form the diffuse intra-cluster light. The bound stellar remnants closely
resemble the dwarf spheroidals (dE's) that populate nearby clusters. HSB
galaxies are stable to the chaos of cluster formation and tidal encounters.
These disks lie well within the tidally limited dark matter halos and their
potentials are more concentrated. Although very few stars are stripped, the
scale height of the disks increases substantially and no spiral features
remain, therefore we speculate that these galaxies would be identified as S0
galaxies in present day clusters.

    ",https://arxiv.org/pdf/astro-ph/9811127
Title:Gigahertz Peaked Spectrum sources from the Jodrell Bank-VLA Astrometric Survey,"
Abstract:  Observations with MERLIN at 408 MHz have been used to establish the
low-frequency part of the spectra of more than a hundred compact radio sources
taken from the part of the Jodrell Bank--VLA Astrometric Survey limited by 35
deg. < \delta < 75 deg. These sources were selected from JVAS and other
catalogues to have convex spectra between 1.4 and 8.4 GHz, characteristic of
Gigahertz Peaked Spectrum (GPS) sources. We have confirmed convex shapes of the
spectra of 76 objects (one half of our initial candidates) thereby yielding the
largest genuine sample of GPS sources compiled so far. Seven of 17 identified
quasars in the sample have large ($z\ga 2$) redshifts.

    ",https://arxiv.org/pdf/astro-ph/9811128
Title:The role of convective boundaries,"
Abstract:  We investigate the influence of convective overshoot on stellar evolution
models of the thermal pulse AGB phase with M_ZAMS = 3 Msol. An exponential
diffusive overshoot algorithm is applied to all convective boundaries during
all evolutionary stages. We demonstrate that overshooting at the bottom of the
pulse-driven convective zone, which forms in the intershell during the He-shell
flash, leads to more efficient third dredge-up. Some overshoot at the bottom of
the convective envelope removes the He-H discontinuity, which would otherwise
prohibit the occurrence of the third dredge-up for this stellar mass. However,
no correlation between the amount of envelope overshoot and the efficiency of
the third dredge-up has been found. Increasingly efficient third dredge-up
eventually leads to a carbon star model. Due to the partial mixing efficiency
in the overshoot region a C13-pocket can form after the third dredge-up event
which may be crucial for n-capture nucleosynthesis.

    ",https://arxiv.org/pdf/astro-ph/9811129
Title:Molecular Gas in The Cartwheel Galaxy,"
Abstract:  We present the first detection of molecular gas in the Cartwheel, the
prototype of a collisional ring galaxy formed in the head-on encounter of two
galaxies. Until now, only very little atomic gas and no CO had been detected in
the centre, where gas is theoretically expected to pile up. Using the Swedish
ESO Submm Telescope, we detected both 12CO(1-0) and (2-1) line emission towards
the central position. The line ratio and the line widths suggest that the
CO(2--1) emission is sub-thermal and that the CO(1-0) emission arises within
the central 22'' (13 kpc); it is probably associated with the inner ring and
nucleus. We infer a mass of molecular gas (H2) of 1.5 to 6 10^9 M_sol, which is
significantly higher than the approx. 10^8 M_sol of atomic gas within that
region. The low excitation of the gas, whether it is due to a low temperature
or a low density, is consistent with the weak star-forming activity observed in
the centre of the Cartwheel.

    ",https://arxiv.org/pdf/astro-ph/9811130
Title:The UV emission of elliptical galaxies,"
Abstract:  Recent observational and theoretical developments concerning the origin of
the ultraviolet emission from ellipticals are reviewed and discussed,with
particular, reference to the extensive set of predictions contained in Greggio
and Renzini (1990). Strong support to the preferred hot horizontal branch and
AGB-manque' scenario for the origin of the UV emission has come from UIT, HUT
and HST data. However, the UV sensitivity of such space telescopes has proved
insufficient to unambiguously detect the predicted fading away of the UV rising
branch with redshift, that we consider the ultimate check for this scenario.

    ",https://arxiv.org/pdf/astro-ph/9811131
Title:Possible explanation for star-crushing effect in binary neutron star simulations,"
Abstract:  A possible explanation is suggested for the controversial star-crushing
effect seen in numerical simulations of inspiraling neutron star binaries by
Wilson, Mathews and Marronetti (WMM). An apparently incorrect definition of
momentum density in the momentum constraint equation used by WMM gives rise to
a post-1-Newtonian error in the approximation scheme. We show by means of an
analytic, post-1-Newtonian calculation that this error causes an increase of
the stars' central densities which is of the order of several percent when the
stars are separated by a few stellar radii, in agreement with what is seen in
the simulations.

    ",https://arxiv.org/pdf/astro-ph/9811132
Title:Carbon stars in populations of different metallicity,"
Abstract:  Our current knowledge of carbon stars in the Local Group and beyond, is
discussed. Although many carbon stars and late M-stars have been identified in
external galaxies a coherent understanding in terms of the chemical evolution-
and star formation rate-history of a galaxy is still largely lacking. Issues
that need to be addressed are: 1) for some of the larger galaxies only a small
fraction in area has been surveyed so far, 2) surveys have been conducted using
different techniques, and may be incomplete in bolometric magnitude, 3) only
for some galaxies is there information about the late M-star population, 4) not
all galaxies in the Local Group have been surveyed, 5) only for a sub-set of
stars are bolometric magnitudes available.
From the existing observations one can derive the following: the formation of
carbon stars is both a function of metallicity and star-formation. In galaxies
with a similar star-formation rate history, there will be relatively more
carbon stars formed in the system with the lower metallicity. On the other
hand, the scarcity of AGB type carbon stars in some systems with the lowest
metallicity indicates that these galaxies have had a low, if any,
star-formation rate history over the last few Gyrs.

    ",https://arxiv.org/pdf/astro-ph/9811133
Title:Time-scale for accretion of matter,"
Abstract:  Mass accretion is the key factor for evolution of galaxies. It can occur
through secular evolution, when gas in the outer parts is driven inwards by
dynamical instabilities, such as spirals or bars. This secular evolution
proceeds very slowly when spontaneous, and can be accelerated when triggered by
companions. Accretion can also occur directly through merging of small
companions, or more violent interaction and coalescence. We discuss the
relative importance of both processes, their time-scale and frequency along a
Hubble time. Signatures of both processes can be found in the Milky Way. It is
however likely that our Galaxy had already gathered the bulk of its mass about
8-10 Gyr ago, as is expected in hierarchical galaxy formation scenarios.

    ",https://arxiv.org/pdf/astro-ph/9811134
Title:A Matter Scalar Field in a Closed Universe,"
Abstract:  We investigate the possibility that the matter of the universe has a
significant component (the quintessence component) determined by the equation
of state $p=w\rho$, with $w<0$. Here, we find conditions under which a closed
model may look like a flat Friedmann-Robertson-Walker universe at low redshift.
We study this problem in Einstein's general relativity and Brans-Dicke
theories. In both cases we obtain explicit expressions for the quintessence
scalar potential $V(Q)$, and the angular size as a function of the redshift.

    ",https://arxiv.org/pdf/astro-ph/9811135
Title:Halo Kinematics,"
Abstract:  I summarize recent observations of the kinematics of hot tracers in
elliptical galaxy halos (globular clusters, planetary nebulae, and integrated
stellar light), and what these tell us about the dynamics, dark matter content,
and formation of ellipticals. A generic result is the ubiquity of dark matter
halos in ellipticals. Studies of globular clusters and planetary nebulae are
now finding outer-halo rotation in many ellipticals, with V/sigma ~ 1 beyond a
few R_e. In some giant ellipticals (M49, M87), there are possible kinematic
differences between metal-poor and metal-rich globular clusters. These results
are consistent with a merger origin for ellipticals. High-quality data and new
modelling techniques now make it possible to determine simultaneously the
orbital anisotropy and gravitational potential in ellipticals from
integrated-light measurements; such studies now provide the best evidence for
dark matter halos in ellipticals.The new generation of 8-10m telescopes, with
multi-object and integral-field spectrographs, will dramatically increase
sample sizes of discrete tracers and provide two-dimensional spectroscopy of
elliptical halos. New methods of analysis will allow robust determinations of
stellar kinematics and dark matter distributions in a much larger number of
ellipticals. Comparison with numerical simulations, which are becoming ever
more detailed and physically realistic, will become increasingly important.

    ",https://arxiv.org/pdf/astro-ph/9811136
Title:Intergalactic H_2 Photodissociation and the Soft UV Background Produced by Population III Objects,"
Abstract:  We study the effects of the ionizing and dissociating photons produced by
PopIII objects on the surrounding intergalactic medium. We find that the
typical size of a H_2 photodissociated region, R_d ~ 1-5 kpc, is smaller than
the mean distance between sources at z ~ 20-30, but larger than the ionized
region by a factor depending on the detailed properties of the emission
spectrum. This implies that clearing of intergalactic H_2 occurs before
reionization of the universe is complete. In the same redshift range, the
soft-UV background in the Lyman-Werner bands, when the intergalactic H and H_2
opacity is included, is found to be J_LW ~ 1d-30 - 1d-27 erg cm^{-2} s^{-1}
Hz^{-1}. This value is well below the threshold required for the negative
feedback of PopIII objects on the subsequent galaxy formation to be effective
in that redshift range.

    ",https://arxiv.org/pdf/astro-ph/9811137
Title:Cataclysmic Variables and a Candidate Helium White Dwarf in the Globular Cluster NGC 6397,"
Abstract:  We have used HST/FOS to study faint UV stars in the core of the nearby
globular cluster NGC 6397. We confirm the presence of a 4th cataclysmic
variable (CV) in NGC 6397 (CV 4), and we use the photometry of Cool et al.
(1998) to present evidence that CVs 1--4 all have faint disks and probably low
accretion rates. By combining these results with new UV spectra of CV 1 and the
published spectra of Grindlay et al. (1995) we present new evidence that CVs
1--3 may be DQ Her systems, and we show that CV 4 may either be a dwarf nova or
another magnetic system. Another possibility is that the CVs could be old novae
in hibernation between nova eruptions. We also present the first spectrum of a
member of a new class of UV bright stars in NGC 6397. These faint, hot stars do
not vary, unlike the CVs, and are thus denoted as ``non-flickerers'' (NFs).
Like the CVs, their spatial concentration is strongly concentrated toward the
cluster center. Using stellar atmosphere models we have determined log g =
6.25, and T_eff = 17,500 K for this NF. Using these line parameters and the
luminosity of the NF we show that the NF spectrum is consistent with a helium
WD having a mass of ~0.25 solar masses and an age between 0.1 and 0.5 Gyr
(depending on the models used). The NF spectrum appears to be significantly
Doppler shifted from the expected wavelength, suggesting the presence of a
dark, massive companion, probably a carbon-oxygen WD.

    ",https://arxiv.org/pdf/astro-ph/9811138
Title:The ROSAT BRIGHT survey: I. Identification of an AGN sample with hard ROSAT X-ray spectra,"
Abstract:  The ROSAT Bright Survey (RBS) aims to completely optically identify the more
than 2000 brightest sources detected in the ROSAT all-sky survey at galactic
latitudes |b| > 30 degr (excluding LMC, SMC, Virgo cluster). This paper
presents a subsample of 66 bright point-like ROSAT survey sources with almost
hard PSPC spectra, the hardness ratio HR1 is > 0.5 for most of the sources. The
subsample could be nearly completely identified by low-resolution optical
spectroscopy with the following breakdown into object classes: 31 Seyfert
galaxies, 22 BL Lac candidates, 5 clusters of galaxies 1 cataclysmic variable,
and 5 bright stars. Only one object remained unidentified and one X-ray source
was a spurious detect ion. The redshift distribution peaks around 0.06 for the
Seyferts and around 0.13 for the BL Lac candidates. Observations with medium
spectral resolution were obtained for most of the new S eyfert galaxies. A
large fraction (20 objects) are type 1 Seyfert galaxies, the other fraction
includes Seyfert galaxies of type 1.5 - 1.8 (5 objects), two LINERs, and 4
possible narrow-line Seyfert 1 galaxies (NLS1). About one third of the new
Seyfert's have nearby companion galaxies displaying either emission or
absorption lines at the same redshift. Among them are a couple of systems
showing direct morphological evidence for interaction. The large fraction of
interacting galaxies among our sample suggests a scenario where interaction is
the main trigger of AGN activity.

    ",https://arxiv.org/pdf/astro-ph/9811139
Title:Optical observations of PSR1706$-$44 with the Test Camera of the VLT-UT1,"
Abstract:  We report on the optical observations of the gamma-ray pulsar PSR1706-44
performed with the Test Camera of the VLT-UT1 during the telescope Science
Verification programme. With a limiting magnitude of V~ 27.5, these are the
deepest optical observations ever performed for this pulsar, for which,
however, no likely counterpart has been detected. The non-detection of
PSR1706-44 sets an upper limit on its optical luminosity varying from 2 10^28
to 5 10^29 erg/ s, depending on the exact amount of interstellar absorption.

    ",https://arxiv.org/pdf/astro-ph/9811140
Title:Modelling of the magnetic accretion flow in HU Aquarii,"
Abstract:  We present a magnetic stripping model for AM Her type objects. Our model is
based on an equilibrium condition between ram pressure and magnetic pressure in
a stiff dipolar magnetic field. We investigate the detailed geometry of the
stripping process, most of which can be tackled analytically. By involving
additional numerical calculations, the model allows the prediction of
phase-resolved spectra and Doppler tomograms. The emission line features from
the companion star, the horizontal stream and the accretion curtain are
identified with the emission line components found by Gaussian fitting to
observational data of HU Aqr in its high accretion state. Given the simplicity
of the model, its agreement with the observation is remarkably good and enables
and radii, total mass accretion rate, bulk temperature, and coupling density.

    ",https://arxiv.org/pdf/astro-ph/9811141
